location,date,depth_group,mean_chlorophyll_a,std_chlorophyll_a,measurement_count
SA,2023-06-13,Mid-Depth,2.4272643983642053,0.288459592558311,10
SA,2023-06-13,Lower Photic,1.5064226635845548,0.2560760004043664,10
SA,2023-06-13,Deep,0.7090555982602761,0.1327393351415638,22
SA,2023-07-18,Surface,2.203525876881731,0.876324159299236,10
SA,2023-07-18,Mid-Depth,3.797017463644731,0.2219385380563198,10
SA,2023-07-18,Lower Photic,7.086284393002543,7.84415888767178,10
SA,2023-07-18,Deep,0.7001472050460179,0.2046283864474318,22
SA,2023-08-16,Surface,2.361199288178912,1.112163314512947,10
SA,2023-08-16,Mid-Depth,3.9462525344959736,0.2938723379107376,10
SA,2023-08-16,Lower Photic,2.275367890812708,0.6071734502202637,10
SA,2023-08-16,Deep,0.7657020131122931,0.2236159489366876,22
SA,2023-09-05,Surface,2.0972118037039693,0.5999397064225679,10
SA,2023-09-05,Mid-Depth,2.98808729728618,0.2766678848539289,10
SA,2023-09-05,Lower Photic,1.453374013148505,0.4521343191571762,10
SA,2023-09-05,Deep,0.6170083932587193,0.1499702607115437,22
SA,2023-10-18,Surface,19.306422639294446,5.664830650504348,10
SA,2023-10-18,Mid-Depth,34.15525833877947,3.161781037029201,10
SA,2023-10-18,Lower Photic,26.273881279252613,6.763418791420358,10
SA,2023-10-18,Deep,6.251747278202095,2.366859537026124,22
SA,2023-11-14,Surface,2.4456328520319497,0.4629872927257624,10
SA,2023-11-14,Mid-Depth,6.76303936580126,5.808625098531243,10
SA,2023-11-14,Lower Photic,5.351732373047787,3.946038665183465,10
SA,2023-11-14,Deep,1.694841648371536,1.336143066224189,22
SA,2023-12-05,Surface,2.845376781807866,0.7629808299269701,10
SA,2023-12-05,Mid-Depth,4.36372266057906,1.9116213061131264,10
SA,2023-12-05,Lower Photic,4.407944066129266,1.7899100786515212,10
SA,2023-12-05,Deep,2.9968597234713297,2.5813726775353945,22
WG,2014-02-14,Surface,1.944153389323876,0.2257930714852375,10
WG,2014-02-14,Mid-Depth,2.4719841428370346,0.1143449558700018,10
WG,2014-02-14,Lower Photic,2.588374497214089,0.1916172392594084,10
WG,2014-02-14,Deep,0.901680296306186,0.5615867380488914,45
WG,2014-02-19,Surface,4.042377,0.2465992492058499,10
WG,2014-02-19,Mid-Depth,4.672629550478225,0.5052036848231313,10
WG,2014-02-19,Lower Photic,3.527164022249724,0.3224134430386672,10
WG,2014-02-19,Deep,1.4516945030520645,1.1070544373368465,45
WG,2014-03-26,Surface,2.8564000000000003,1.6629201367083024,10
WG,2014-03-26,Mid-Depth,0.9003333333333334,0.2837917598574049,10
WG,2014-03-26,Lower Photic,1.811525933810591,0.2476052415752955,10
WG,2014-03-26,Deep,0.9631665718843716,0.5518917480601405,45
WG,2014-04-23,Surface,0.550778,0.1498927303700142,10
WG,2014-04-23,Mid-Depth,0.7449999999999999,0.0383695481107378,10
WG,2014-04-23,Lower Photic,0.8109999999999999,0.0242441287279575,10
WG,2014-04-23,Deep,0.4356311534713738,0.3738293452947347,45
WG,2014-04-27,Surface,0.7350349766823602,0.0763862269740234,10
WG,2014-04-27,Mid-Depth,0.947,0.3543711174586451,10
WG,2014-04-27,Lower Photic,1.074,0.0414192655120241,10
WG,2014-04-27,Deep,0.4957026678246303,0.3778412523998699,45
WG,2014-06-25,Surface,0.359,0.0536345659688476,10
WG,2014-06-25,Mid-Depth,0.5690000000000001,0.0595259047250298,10
WG,2014-06-25,Lower Photic,0.7990000000000002,0.0720262297901103,10
WG,2014-06-25,Deep,0.2317278857147314,0.1666896174114853,45
WG,2014-07-23,Surface,0.5650000000000001,0.0609644705272396,10
WG,2014-07-23,Mid-Depth,0.712,0.0147572957474524,10
WG,2014-07-23,Lower Photic,0.7150000000000001,0.0201384099559909,10
WG,2014-07-23,Deep,0.3332820293447375,0.2724786782684182,45
WG,2014-08-13,Surface,0.474,0.0953589709116731,10
WG,2014-08-13,Mid-Depth,1.048,0.2791176573896152,10
WG,2014-08-13,Lower Photic,1.269,0.0568526360182377,10
WG,2014-08-13,Deep,0.4160724588146356,0.3744436863071563,45
WG,2014-09-09,Surface,1.1949999999999998,0.5567215541802643,10
WG,2014-09-09,Mid-Depth,2.1220000000000003,0.0234757558155453,10
WG,2014-09-09,Lower Photic,2.216,0.4645475696249464,10
WG,2014-09-09,Deep,0.4492845537040588,0.2505028266040639,45
WG,2014-09-25,Surface,1.585,0.803122378940816,10
WG,2014-09-25,Mid-Depth,2.908333333333333,0.2618134761548692,10
WG,2014-09-25,Lower Photic,2.6536666666666666,0.7126276363909473,10
WG,2014-09-25,Deep,0.3839018416072064,0.2490420468202043,45
WG,2014-10-08,Surface,2.211,0.3800131576669419,10
WG,2014-10-08,Mid-Depth,3.1979999999999995,0.4180058479123095,10
WG,2014-10-08,Lower Photic,3.3862499999999995,0.5114810331011526,10
WG,2014-10-08,Deep,0.3836843924655801,0.3096897616192148,45
WG,2014-11-12,Surface,1.8090000000000004,0.3382454729926182,10
WG,2014-11-12,Mid-Depth,2.3025,0.3031363829477858,10
WG,2014-11-12,Lower Photic,2.907,0.0541705126839726,10
WG,2014-11-12,Deep,0.5591865751662317,0.5539316342667215,45
WG,2014-12-09,Surface,2.5695,0.4617626254064119,10
WG,2014-12-09,Mid-Depth,3.0355000000000003,0.2188410128127013,10
WG,2014-12-09,Lower Photic,3.382,0.1204436244334529,10
WG,2014-12-09,Deep,1.8415138956917767,1.6253863406237212,45
WG,2015-01-14,Surface,1.963,0.1929334945864335,10
WG,2015-01-14,Mid-Depth,2.337,0.0573585215987999,10
WG,2015-01-14,Lower Photic,2.437,0.221412134566589,10
WG,2015-01-14,Deep,1.7611627563433476,1.1695543170366642,45
WG,2015-02-11,Surface,5.936,0.3111341261328375,10
WG,2015-02-11,Mid-Depth,6.584999999999999,0.2368426575692066,10
WG,2015-02-11,Lower Photic,4.25,1.1998611030726292,10
WG,2015-02-11,Deep,0.9325759620141612,0.4616777942477409,45
WG,2015-03-11,Surface,1.928,0.6273542327372418,10
WG,2015-03-11,Mid-Depth,3.211,0.3846629115934568,10
WG,2015-03-11,Lower Photic,5.943999999999999,0.965185071487444,10
WG,2015-03-11,Deep,2.3650753012691674,1.687553279063979,45
WG,2015-04-14,Surface,0.29,0.0630696264280816,10
WG,2015-04-14,Mid-Depth,0.642,0.1303670033235233,10
WG,2015-04-14,Lower Photic,0.8020000000000002,0.0139841179756019,10
WG,2015-04-14,Deep,0.4519634340560416,0.3298861153756608,45
WG,2015-05-05,Surface,0.535,0.1140419026303733,10
WG,2015-05-05,Mid-Depth,0.729,0.0369534241384416,10
WG,2015-05-05,Lower Photic,0.953,0.1987209098207835,10
WG,2015-05-05,Deep,0.5010047625250149,0.4352060816204347,45
WG,2015-06-09,Surface,0.298,0.0376533899905144,10
WG,2015-06-09,Mid-Depth,0.501,0.0615449248742557,10
WG,2015-06-09,Lower Photic,0.679,0.0568526360182377,10
WG,2015-06-09,Deep,0.3696427386035553,0.27122241717092,45
WG,2015-07-15,Surface,0.445,0.0724568837309472,10
WG,2015-07-15,Mid-Depth,0.631,0.0510881590977791,10
WG,2015-07-15,Lower Photic,0.8959999999999999,0.0875848794662133,10
WG,2015-07-15,Deep,0.6327553840148243,0.5124759748320801,45
WG,2015-08-11,Surface,1.003,0.4187826272529567,10
WG,2015-08-11,Mid-Depth,1.8060000000000005,0.046475800154489,10
WG,2015-08-11,Lower Photic,1.41,0.3060864075533066,10
WG,2015-08-11,Deep,0.6273943704366671,0.4126345576119951,45
WG,2015-09-09,Surface,2.314,0.4228001892147164,10
WG,2015-09-09,Mid-Depth,2.8245,0.2953383182423543,10
WG,2015-09-09,Lower Photic,2.22,0.8594069157934326,10
WG,2015-09-09,Deep,0.546814065770213,0.3473599075017701,45
WG,2015-10-07,Surface,1.213,0.2639886361190572,10
WG,2015-10-07,Mid-Depth,1.65,0.0216024689946928,10
WG,2015-10-07,Lower Photic,1.412,0.3688661304893988,10
WG,2015-10-07,Deep,0.3850400991848172,0.1810003332765791,45
WG,2015-11-12,Surface,1.944153389323876,0.2257930714852375,10
WG,2015-11-12,Mid-Depth,2.4719841428370346,0.1143449558700018,10
WG,2015-11-12,Lower Photic,2.588374497214089,0.1916172392594084,10
WG,2015-11-12,Deep,0.901680296306186,0.5615867380488914,45
WG,2015-12-08,Surface,2.06,0.3287349489583768,10
WG,2015-12-08,Mid-Depth,2.203,0.1169092715646529,10
WG,2015-12-08,Lower Photic,2.2059999999999995,0.1484138358330066,10
WG,2015-12-08,Deep,0.783985889091655,0.6895430612218876,45
WG,2016-01-20,Surface,1.983,0.2098173809133393,10
WG,2016-01-20,Mid-Depth,2.3775000000000004,0.4225928563312709,10
WG,2016-01-20,Lower Photic,2.313,0.479259846012578,10
WG,2016-01-20,Deep,0.9246655619711808,0.7862643353192915,45
WG,2016-02-17,Surface,4.132,0.2181640565160897,10
WG,2016-02-17,Mid-Depth,4.01,0.323041105055619,10
WG,2016-02-17,Lower Photic,3.0260000000000007,0.1561797002348002,10
WG,2016-02-17,Deep,1.1050471340851606,0.8925080574432657,45
WG,2016-03-01,Surface,3.272,0.5343166860464441,10
WG,2016-03-01,Mid-Depth,3.859,0.0338132124077754,10
WG,2016-03-01,Lower Photic,4.151999999999999,0.1796787256311789,10
WG,2016-03-01,Deep,1.6082234408292664,1.418529646632741,45
WG,2016-03-09,Surface,3.144,0.1509378091209164,10
WG,2016-03-09,Mid-Depth,3.881,0.3000907270217533,10
WG,2016-03-09,Lower Photic,2.882,1.3066479590497544,10
WG,2016-03-09,Deep,0.761570267324728,0.5196866547383961,45
WG,2016-04-13,Surface,2.1990000000000003,0.5105215198424277,10
WG,2016-04-13,Mid-Depth,2.568,0.1831696238766436,10
WG,2016-04-13,Lower Photic,1.7860000000000005,0.5663960137963936,10
WG,2016-04-13,Deep,0.3111164425025158,0.1721859785018084,45
WG,2016-05-18,Surface,0.4519999999999999,0.065455667779379,10
WG,2016-05-18,Mid-Depth,0.74,0.1740370330960881,10
WG,2016-05-18,Lower Photic,1.094,0.1232161605562444,10
WG,2016-05-18,Deep,0.2165973930380898,0.1922979150732876,45
WG,2016-06-15,Surface,0.558,0.1573248585288132,10
WG,2016-06-15,Mid-Depth,0.8619999999999999,0.080938934457473,10
WG,2016-06-15,Lower Photic,1.362,0.3488966736569566,10
WG,2016-06-15,Deep,0.4365163226973012,0.4242496554312758,45
WG,2016-07-13,Surface,0.398,0.1035803499168104,10
WG,2016-07-13,Mid-Depth,0.666,0.0241292814278051,10
WG,2016-07-13,Lower Photic,0.8350000000000002,0.1040566085252531,10
WG,2016-07-13,Deep,0.3448289733954831,0.3276991811309316,45
WG,2016-08-10,Surface,0.374,0.1356629811129198,10
WG,2016-08-10,Mid-Depth,0.8029999999999999,0.0938142372516619,10
WG,2016-08-10,Lower Photic,1.066,0.0638052592746954,10
WG,2016-08-10,Deep,0.3705419276219738,0.3386601721087095,45
WG,2016-09-07,Surface,0.4269999999999999,0.1273708496216199,10
WG,2016-09-07,Mid-Depth,0.777,0.0323350515007407,10
WG,2016-09-07,Lower Photic,0.903,0.1022035007010795,10
WG,2016-09-07,Deep,0.3004117716998265,0.229101415948521,45
WG,2016-10-12,Surface,0.626,0.0295145914949049,10
WG,2016-10-12,Mid-Depth,0.771,0.1873469745923026,10
WG,2016-10-12,Lower Photic,0.7610000000000001,0.0172884033065199,10
WG,2016-10-12,Deep,0.2226968131055753,0.204062151753641,45
WG,2016-11-09,Surface,0.728,0.114968594745599,10
WG,2016-11-09,Mid-Depth,1.005,0.0190029237516523,10
WG,2016-11-09,Lower Photic,1.03,0.0244948974278318,10
WG,2016-11-09,Deep,0.3796225810644087,0.394646704802222,45
WG,2016-12-05,Surface,1.411,0.1252952069669421,10
WG,2016-12-05,Mid-Depth,1.573,0.141503827981201,10
WG,2016-12-05,Lower Photic,2.066,0.4409635913416082,10
WG,2016-12-05,Deep,0.7284236010372571,0.6772521989196741,45
WG,2017-02-08,Surface,1.04,0.0408248290463863,10
WG,2017-02-08,Mid-Depth,1.086,0.0462361090250658,10
WG,2017-02-08,Lower Photic,1.122,0.0154919333848295,10
WG,2017-02-08,Deep,0.7595556640045242,0.2996913170580876,45
WG,2017-03-14,Surface,1.392,0.0923519836759822,10
WG,2017-03-14,Mid-Depth,1.7719999999999998,0.1964575159049802,10
WG,2017-03-14,Lower Photic,1.47,0.3552463933666322,10
WG,2017-03-14,Deep,0.4835098369381793,0.273252915873852,45
WG,2017-04-19,Surface,0.324,0.0347051068928543,10
WG,2017-04-19,Mid-Depth,0.3970000000000001,0.0141813649241217,10
WG,2017-04-19,Lower Photic,0.483,0.0447337804249887,10
WG,2017-04-19,Deep,0.3129139762174987,0.2616424461356024,45
WG,2017-05-17,Surface,0.409,0.0324722103412201,10
WG,2017-05-17,Mid-Depth,0.437,0.0048304589153964,10
WG,2017-05-17,Lower Photic,0.4639999999999999,0.0591044273581373,10
WG,2017-05-17,Deep,0.2837710988143557,0.2362288298317754,45
WG,2017-06-21,Surface,0.614,0.1083410253679453,10
WG,2017-06-21,Mid-Depth,0.993,0.1059402347237976,10
WG,2017-06-21,Lower Photic,1.086,0.0660302960768766,10
WG,2017-06-21,Deep,0.2364233252642592,0.1962139232446265,45
WG,2017-07-12,Surface,0.5269999999999999,0.0469160005873381,10
WG,2017-07-12,Mid-Depth,0.5810000000000001,0.0544569146716517,10
WG,2017-07-12,Lower Photic,0.349,0.0783794190673376,10
WG,2017-07-12,Deep,0.1123215485447774,0.0768225648458813,45
WG,2017-08-09,Surface,0.674,0.0516827931821714,10
WG,2017-08-09,Mid-Depth,0.826,0.0320416395751944,10
WG,2017-08-09,Lower Photic,0.724,0.1163519564845292,10
WG,2017-08-09,Deep,0.1689387625118906,0.1522043198158685,45
WG,2017-09-13,Surface,0.974,0.0968618718703196,10
WG,2017-09-13,Mid-Depth,0.907,0.2220635544663334,10
WG,2017-09-13,Lower Photic,0.321,0.0422821212544708,10
WG,2017-09-13,Deep,0.141343507403032,0.0845793704858244,45
WG,2017-10-13,Surface,0.6060000000000001,0.0784856674813943,10
WG,2017-10-13,Mid-Depth,0.795,0.1049073665457081,10
WG,2017-10-13,Lower Photic,0.997,0.0444847039878753,10
WG,2017-10-13,Deep,0.1619585185320686,0.1965730365764416,45
WG,2017-11-08,Surface,1.108,0.2577164678047908,10
WG,2017-11-08,Mid-Depth,1.5240000000000002,0.1791461228531986,10
WG,2017-11-08,Lower Photic,1.939,0.2546217237829918,10
WG,2017-11-08,Deep,0.4765128960960714,0.6969184762438968,45
WG,2017-12-14,Surface,2.5860000000000003,0.3451634073562518,10
WG,2017-12-14,Mid-Depth,3.075,0.3609093453425051,10
WG,2017-12-14,Lower Photic,3.183,0.1019858377967799,10
WG,2017-12-14,Deep,1.3690482812554048,1.2293855456188043,45
WG,2018-01-11,Surface,5.3105531504883645,0.052077107486186,10
WG,2018-01-11,Mid-Depth,5.688240281690459,0.0889719422279322,10
WG,2018-01-11,Lower Photic,5.618756277828416,0.1179057107967018,10
WG,2018-01-11,Deep,3.262379761584616,2.835536048804215,45
WG,2018-02-07,Surface,4.505032748524064,0.971829937862399,10
WG,2018-02-07,Mid-Depth,6.801609533710748,0.411413678530165,10
WG,2018-02-07,Lower Photic,6.774494817250951,0.4175125792543172,10
WG,2018-02-07,Deep,1.9401551652842828,1.2945908499143142,45
WG,2018-02-28,Surface,3.3433090918648345,0.2122549541024889,10
WG,2018-02-28,Mid-Depth,3.827637874618717,0.2022676787877196,10
WG,2018-02-28,Lower Photic,2.512756729751,0.4530622296009902,10
WG,2018-02-28,Deep,0.8571293293637292,0.372397289101578,45
WG,2018-03-15,Surface,5.679800016141051,0.2426108923077167,10
WG,2018-03-15,Mid-Depth,6.897336470864007,0.8401331742846389,10
WG,2018-03-15,Lower Photic,7.047080096739107,0.8932153003812272,10
WG,2018-03-15,Deep,1.2404049460918871,0.9135874957929808,45
WG,2018-04-12,Surface,1.382873583998196,0.0565829838815156,10
WG,2018-04-12,Mid-Depth,1.7372469058779771,0.149494623874767,10
WG,2018-04-12,Lower Photic,1.8347205860627027,0.1066947179424829,10
WG,2018-04-12,Deep,0.6445013628011164,0.3076996141272498,45
WG,2018-05-16,Surface,1.370073318972941,0.1848137346044628,10
WG,2018-05-16,Mid-Depth,1.771278344468671,0.0616883384457223,10
WG,2018-05-16,Lower Photic,1.763338188712868,0.0642399749678417,10
WG,2018-05-16,Deep,0.7125668472878567,0.416793540317998,45
WG,2018-06-13,Surface,0.8626307366458121,0.0997886062633782,10
WG,2018-06-13,Mid-Depth,1.177996982823793,0.0858983256153763,10
WG,2018-06-13,Lower Photic,1.3811038640156752,0.0564731341612303,10
WG,2018-06-13,Deep,0.6771712685928633,0.359377569679477,45
WG,2018-07-18,Surface,1.103682995263243,0.0266363945643213,10
WG,2018-07-18,Mid-Depth,1.158706919439914,0.0220153495654678,10
WG,2018-07-18,Lower Photic,1.6992423959024023,0.3875980877155783,10
WG,2018-07-18,Deep,0.7345810962997453,0.5779152761577137,45
WG,2018-08-16,Surface,0.7164284585515958,0.1559280759893762,10
WG,2018-08-16,Mid-Depth,0.9576136825193212,0.0603973926873865,10
WG,2018-08-16,Lower Photic,1.7155247094586472,0.3756877817719252,10
WG,2018-08-16,Deep,0.9308175386726414,0.6398520974627031,45
WG,2018-09-12,Surface,0.9828219941238664,0.0776239742783512,10
WG,2018-09-12,Mid-Depth,1.244304555678802,0.072643292385814,10
WG,2018-09-12,Lower Photic,1.6255408002951213,0.1836449423816303,10
WG,2018-09-12,Deep,0.7914040647012093,0.4734794883444717,45
WG,2018-09-24,Surface,2.100122293977437,0.1589944280341158,10
WG,2018-09-24,Mid-Depth,1.8359173344129889,0.4050262685394445,10
WG,2018-09-24,Lower Photic,0.9773544866432397,0.0628944455917661,10
WG,2018-09-24,Deep,0.5308048132245167,0.1512734629782595,45
WG,2018-10-10,Surface,8.29949773003855,3.0881913569634785,10
WG,2018-10-10,Mid-Depth,5.5764417691017885,0.7697581487864551,10
WG,2018-10-10,Lower Photic,4.6209177885035375,0.7487349422383202,10
WG,2018-10-10,Deep,0.779837605799785,0.6303252663856803,45
WG,2018-11-14,Surface,2.588485818361907,0.75568772476167,10
WG,2018-11-14,Mid-Depth,3.4383459253459128,0.1855354856681264,10
WG,2018-11-14,Lower Photic,3.149022442961131,0.6462437425238966,10
WG,2018-11-14,Deep,0.7202623510805757,0.5237996966999687,45
WG,2018-12-12,Surface,2.051809134005416,0.3458178169444437,10
WG,2018-12-12,Mid-Depth,2.2850109864382544,0.0351997029842944,10
WG,2018-12-12,Lower Photic,2.3162256381711237,0.0309587521514624,10
WG,2018-12-12,Deep,1.069816862443678,0.8029385380837218,45
WG,2019-02-12,Surface,2.9635680663467947,0.2532061948551522,10
WG,2019-02-12,Mid-Depth,1.903353927841752,0.224031537839292,10
WG,2019-02-12,Lower Photic,1.8618251416354876,0.1321961691427809,10
WG,2019-02-12,Deep,1.313565284912954,0.8401757277761474,45
WG,2019-03-12,Surface,3.096689599282983,0.4268874982642156,10
WG,2019-03-12,Mid-Depth,3.146622887345037,0.4392621422631547,10
WG,2019-03-12,Lower Photic,1.528408365890563,0.2344918756727231,10
WG,2019-03-12,Deep,0.6398471363064939,0.3126524165208555,45
WG,2019-04-09,Surface,2.7508672427344933,0.813093046171332,10
WG,2019-04-09,Mid-Depth,3.5923097190398527,0.5166724512303024,10
WG,2019-04-09,Lower Photic,1.618225434679383,0.4230777793059873,10
WG,2019-04-09,Deep,0.5523430961478912,0.1886716912511774,45
WG,2019-05-14,Surface,1.1688695104480158,0.0154139912958805,10
WG,2019-05-14,Mid-Depth,1.15164208882869,0.0333921329871328,10
WG,2019-05-14,Lower Photic,1.107324742584661,0.0389442107778118,10
WG,2019-05-14,Deep,0.4724304476331874,0.1500547925278438,45
WG,2019-06-12,Surface,0.8419867776592213,0.0899244767668172,10
WG,2019-06-12,Mid-Depth,1.1155937356856305,0.1116001447646767,10
WG,2019-06-12,Lower Photic,1.4955793408602591,0.1046584933933655,10
WG,2019-06-12,Deep,0.5373903440602407,0.2208674833817727,45
WG,2019-07-12,Surface,1.370242450252132,0.0133431834469832,10
WG,2019-07-12,Mid-Depth,1.44004687596207,0.0192682653300528,10
WG,2019-07-12,Lower Photic,2.369443608648647,0.6083798848217932,10
WG,2019-07-12,Deep,0.7375168930875216,0.6236384804365773,45
WG,2019-08-13,Surface,1.18029483199129,0.067979901496607,10
WG,2019-08-13,Mid-Depth,1.3665641128835009,0.1240504422338249,10
WG,2019-08-13,Lower Photic,2.18752485817782,0.2638964045307668,10
WG,2019-08-13,Deep,0.7008539284150977,0.4665545045838378,45
WG,2019-09-10,Surface,0.9874034629211356,0.2480240255053866,10
WG,2019-09-10,Mid-Depth,1.1965765860352398,0.0576172195611376,10
WG,2019-09-10,Lower Photic,1.99741400247146,0.5202549577831053,10
WG,2019-09-10,Deep,0.701620893631611,0.4315749992056435,45
WG,2020-01-23,Surface,3.191409045091518,0.1100061168544681,10
WG,2020-01-23,Mid-Depth,3.338787096733809,0.021179025065906,10
WG,2020-01-23,Lower Photic,3.282318988407293,0.0567264110269842,10
WG,2020-01-23,Deep,1.7298576066782738,1.3043589814823229,45
WG,2020-02-11,Surface,2.992767965359481,0.396657571168472,10
WG,2020-02-11,Mid-Depth,5.106323633695529,2.7489804007230467,10
WG,2020-02-11,Lower Photic,8.969778294595027,2.908496624195903,10
WG,2020-02-11,Deep,1.7387098468178328,1.4019856279661604,45
WG,2020-03-10,Surface,2.870703458557061,0.1052209687189139,10
WG,2020-03-10,Mid-Depth,3.0867657910833386,0.0698322161728927,10
WG,2020-03-10,Lower Photic,3.256861381243695,0.0937772295348589,10
WG,2020-03-10,Deep,1.875962470358254,1.405229549704792,45
WG,2020-04-14,Surface,1.329314454010969,0.098418656813748,10
WG,2020-04-14,Mid-Depth,2.225919888544295,0.4992343100227033,10
WG,2020-04-14,Lower Photic,3.2986998533922858,0.1608065965624303,10
WG,2020-04-14,Deep,0.96850734195304,0.6489889549087509,45
WG,2020-05-12,Surface,1.8011647997416698,0.014945776622838,10
WG,2020-05-12,Mid-Depth,2.419504394808402,0.5179787815838263,10
WG,2020-05-12,Lower Photic,3.279659905098889,0.4294453773738767,10
WG,2020-05-12,Deep,0.842705514856751,0.44716795706001,45
WG,2020-06-09,Surface,2.434165961975853,0.5743572039933358,10
WG,2020-06-09,Mid-Depth,3.581824859440704,0.1471057687546478,10
WG,2020-06-09,Lower Photic,7.216399410815077,3.413883337292212,10
WG,2020-06-09,Deep,0.7370966002395811,0.3092024448858672,45
WG,2020-07-14,Surface,1.532446148854546,0.2145556056471224,10
WG,2020-07-14,Mid-Depth,2.893350122236858,1.3971206521111477,10
WG,2020-07-14,Lower Photic,9.964533935400992,3.78946767306022,10
WG,2020-07-14,Deep,0.938029888213026,0.790451616012699,45
WG,2020-08-11,Surface,1.3407922333189115,0.0139726324454885,10
WG,2020-08-11,Mid-Depth,1.419560045093654,0.1285582237863698,10
WG,2020-08-11,Lower Photic,2.1237072810819524,0.1007156761585987,10
WG,2020-08-11,Deep,0.8131311701173818,0.5671361943780996,45
WG,2020-09-08,Surface,1.107175260552559,0.0881515261399401,10
WG,2020-09-08,Mid-Depth,1.262473051732485,0.0320282418539245,10
WG,2020-09-08,Lower Photic,1.529113593077826,0.0749776974947269,10
WG,2020-09-08,Deep,0.7191154231714265,0.3786700017030187,45
WG,2020-10-13,Surface,1.193885241526715,0.1145696425644846,10
WG,2020-10-13,Mid-Depth,1.394928229986339,0.0390312810968714,10
WG,2020-10-13,Lower Photic,1.733820563226364,0.0953602053208575,10
WG,2020-10-13,Deep,0.78310183597154,0.3850758566232676,45
WG,2020-11-10,Surface,1.744856796586302,0.1052231789767055,10
WG,2020-11-10,Mid-Depth,2.043717856134096,0.0927653223687965,10
WG,2020-11-10,Lower Photic,2.47274113102166,0.0840779084390769,10
WG,2020-11-10,Deep,0.7816404571445826,0.5411584435568643,45
WG,2020-12-08,Surface,1.915986544346682,0.1975369388992218,10
WG,2020-12-08,Mid-Depth,2.132734530100735,0.0344013311684653,10
WG,2020-12-08,Lower Photic,2.237668904335064,0.024843054838323,10
WG,2020-12-08,Deep,1.0361407942834542,0.7688722121690693,45
WG,2021-01-19,Surface,3.141404573431441,0.2041549141688076,10
WG,2021-01-19,Mid-Depth,3.5055730187305443,0.0342020357925182,10
WG,2021-01-19,Lower Photic,3.636962560776772,0.1153785608063808,10
WG,2021-01-19,Deep,1.7871978867314615,1.4586665526751312,45
WG,2021-02-16,Surface,4.105443692207311,1.5221300086891325,10
WG,2021-02-16,Mid-Depth,10.213898400652496,1.524590434044777,10
WG,2021-02-16,Lower Photic,6.137256071147533,3.0762709580655234,10
WG,2021-02-16,Deep,1.1223376509241787,0.6678602352785243,45
WG,2021-03-16,Surface,2.714787350830661,0.1939787997302774,10
WG,2021-03-16,Mid-Depth,3.226830171308703,0.1710287860644959,10
WG,2021-03-16,Lower Photic,2.364247632083844,0.4465574462541662,10
WG,2021-03-16,Deep,1.0771772971159237,0.6188679061261765,45
WG,2021-04-13,Surface,2.056947261430284,0.3332299968308531,10
WG,2021-04-13,Mid-Depth,2.844927073113071,0.239450199156214,10
WG,2021-04-13,Lower Photic,1.9380980356056845,0.1647377112848355,10
WG,2021-04-13,Deep,0.9292466510903056,0.4883684831250822,45
WG,2021-05-11,Surface,1.36910113160047,0.1728384038680819,10
WG,2021-05-11,Mid-Depth,1.856528462473636,0.1257274445141857,10
WG,2021-05-11,Lower Photic,1.493457440786589,0.2228743923483477,10
WG,2021-05-11,Deep,0.6853087310955703,0.2364747701430898,45
WG,2021-06-08,Surface,1.0622882582525857,0.0325802379787407,10
WG,2021-06-08,Mid-Depth,1.414101303089838,0.2074279180376489,10
WG,2021-06-08,Lower Photic,1.409164652971374,0.2129342671990759,10
WG,2021-06-08,Deep,0.6228717426350697,0.166112497460606,45
WG,2021-07-13,Surface,1.2377056941484492,0.1241187697815571,10
WG,2021-07-13,Mid-Depth,1.62746014289012,0.3506517503613733,10
WG,2021-07-13,Lower Photic,2.1684928595063733,0.359539393677229,10
WG,2021-07-13,Deep,0.6134095577646186,0.2685733599703133,45
WG,2021-08-10,Surface,1.2346926366588715,0.0660149741671102,10
WG,2021-08-10,Mid-Depth,1.511992892980106,0.2152950210828594,10
WG,2021-08-10,Lower Photic,2.7557867494449053,0.2246370133990979,10
WG,2021-08-10,Deep,0.9720056297317992,0.7967369159900519,45
WG,2021-09-07,Surface,1.2720290422260974,0.3061219794471299,10
WG,2021-09-07,Mid-Depth,1.7033864687798652,0.138942865252369,10
WG,2021-09-07,Lower Photic,2.442569232851778,0.2964096417671234,10
WG,2021-09-07,Deep,0.9956053038598432,0.7370568251955562,45
WG,2021-10-12,Surface,1.3618227411161137,0.3250282975679296,10
WG,2021-10-12,Mid-Depth,1.787301836701469,0.0771511581645007,10
WG,2021-10-12,Lower Photic,2.887287296839165,0.495062483801396,10
WG,2021-10-12,Deep,0.9802558326282584,0.7440424046622659,45
WG,2021-11-09,Surface,1.962657082038485,0.4612178746043066,10
WG,2021-11-09,Mid-Depth,2.7445183084196154,0.0165123594951133,10
WG,2021-11-09,Lower Photic,3.221827188930098,0.3035364395095069,10
WG,2021-11-09,Deep,1.0012459099025266,0.7815221306369624,45
WG,2021-12-07,Surface,3.64035951362123,0.2602617876636899,10
WG,2021-12-07,Mid-Depth,8.990225148949685,2.744819178185757,10
WG,2021-12-07,Lower Photic,5.392293769300987,0.5928096812471199,10
WG,2021-12-07,Deep,2.705663233500294,3.116322877644753,45
WG,2022-01-18,Surface,3.036594150876367,0.2061143963800693,10
WG,2022-01-18,Mid-Depth,3.5731431443111865,0.0534152804004466,10
