location,date,depth_group,value_chlorophyll_a,measurement_count_chlorophyll_a,value_ph,measurement_count_ph
SA,2023-05-09,Surface,1.287146305094742,10,7.509066357782487,10
SA,2023-05-09,Mid-Depth,2.183762396904632,10,7.063670897897576,10
SA,2023-05-09,Lower Photic,2.0104486452127426,10,6.604859041917547,10
SA,2023-05-09,Deep,0.8991603702980665,22,6.230406397695668,22
SA,2023-06-13,Surface,1.6197320589932969,10,8.478696614769571,10
SA,2023-06-13,Mid-Depth,2.4272643983642053,10,8.074114354269634,10
SA,2023-06-13,Lower Photic,1.5064226635845548,10,7.433627216531202,10
SA,2023-06-13,Deep,0.7090555982602761,22,6.874552264568025,22
SA,2023-07-18,Surface,2.203525876881731,10,7.963983282986677,10
SA,2023-07-18,Mid-Depth,3.797017463644731,10,7.400906052751113,10
SA,2023-07-18,Lower Photic,7.086284393002543,10,7.194161639013544,10
SA,2023-07-18,Deep,0.7001472050460179,22,6.179677355282586,22
SA,2023-08-16,Surface,2.361199288178912,10,8.005407684527714,10
SA,2023-08-16,Mid-Depth,3.9462525344959736,10,7.1943962344884085,10
SA,2023-08-16,Lower Photic,2.275367890812708,10,6.6796068048101205,10
SA,2023-08-16,Deep,0.7657020131122931,22,6.007619517222573,22
SA,2023-09-05,Surface,2.0972118037039693,10,8.507137021142292,10
SA,2023-09-05,Mid-Depth,2.98808729728618,10,7.52270113962094,10
SA,2023-09-05,Lower Photic,1.453374013148505,10,6.7797028742921785,10
SA,2023-09-05,Deep,0.6170083932587193,22,6.033430455329412,22
SA,2023-10-18,Surface,19.306422639294446,10,9.50335046020476,10
SA,2023-10-18,Mid-Depth,34.15525833877947,10,9.47648005977362,10
SA,2023-10-18,Lower Photic,26.273881279252613,10,9.400332529415476,10
SA,2023-10-18,Deep,6.251747278202095,22,8.520064604855639,22
SA,2023-11-14,Surface,2.4456328520319497,10,8.148195976095923,10
SA,2023-11-14,Mid-Depth,6.76303936580126,10,7.42052275414774,10
SA,2023-11-14,Lower Photic,5.351732373047787,10,7.271787700404606,10
SA,2023-11-14,Deep,1.694841648371536,22,6.72316821273082,22
SA,2023-12-05,Surface,2.845376781807866,10,8.285028243577896,10
SA,2023-12-05,Mid-Depth,4.36372266057906,10,8.05432393875876,10
SA,2023-12-05,Lower Photic,4.407944066129266,10,7.865226781201402,10
SA,2023-12-05,Deep,2.9968597234713297,22,7.54433030858441,22
WG,2014-02-14,Surface,1.944153389323876,10,9.0625,10
WG,2014-02-14,Mid-Depth,2.4719841428370346,10,9.093714285714286,10
WG,2014-02-14,Lower Photic,2.588374497214089,10,9.018928571428573,10
WG,2014-02-14,Deep,0.901680296306186,45,8.677467791543306,45
WG,2014-02-19,Surface,4.042377,10,9.455000000000002,10
WG,2014-02-19,Mid-Depth,4.672629550478225,10,9.378,10
WG,2014-02-19,Lower Photic,3.527164022249724,10,9.16,10
WG,2014-02-19,Deep,1.4516945030520645,45,8.800041909407057,45
WG,2014-03-26,Surface,2.8564000000000003,10,8.667,10
WG,2014-03-26,Mid-Depth,0.9003333333333334,10,8.680000000000001,10
WG,2014-03-26,Lower Photic,1.811525933810591,10,8.513500000000002,10
WG,2014-03-26,Deep,0.9631665718843716,45,8.157616755572622,45
WG,2014-04-23,Surface,0.550778,10,8.745271018062347,10
WG,2014-04-23,Mid-Depth,0.7449999999999999,10,8.668,10
WG,2014-04-23,Lower Photic,0.8109999999999999,10,8.655000000000001,10
WG,2014-04-23,Deep,0.4356311534713738,45,8.142455914184891,45
WG,2014-04-27,Surface,0.7350349766823602,10,8.709965250473754,10
WG,2014-04-27,Mid-Depth,0.947,10,8.697,10
WG,2014-04-27,Lower Photic,1.074,10,8.607000000000001,10
WG,2014-04-27,Deep,0.4957026678246303,45,8.116161727022993,45
WG,2014-06-25,Surface,0.359,10,9.021000000000004,10
WG,2014-06-25,Mid-Depth,0.5690000000000001,10,9.408,10
WG,2014-06-25,Lower Photic,0.7990000000000002,10,9.044,10
WG,2014-06-25,Deep,0.2317278857147314,45,8.192870040888225,45
WG,2014-07-23,Surface,0.5650000000000001,10,8.516,10
WG,2014-07-23,Mid-Depth,0.712,10,8.885,10
WG,2014-07-23,Lower Photic,0.7150000000000001,10,9.011,10
WG,2014-07-23,Deep,0.3332820293447375,45,7.875704868617739,45
WG,2014-08-13,Surface,0.474,10,9.010000000000002,10
WG,2014-08-13,Mid-Depth,1.048,10,9.010000000000002,10
WG,2014-08-13,Lower Photic,1.269,10,9.010000000000002,10
WG,2014-08-13,Deep,0.4160724588146356,45,8.902087058149116,45
WG,2014-09-09,Surface,1.1949999999999998,10,10.039200000000005,10
WG,2014-09-09,Mid-Depth,2.1220000000000003,10,7.122800000000001,10
WG,2014-09-09,Lower Photic,2.216,10,10.57,10
WG,2014-09-09,Deep,0.4492845537040588,45,7.529936933692044,45
WG,2014-09-25,Surface,1.585,10,8.281307692307692,10
WG,2014-09-25,Mid-Depth,2.908333333333333,10,8.491153846153846,10
WG,2014-09-25,Lower Photic,2.6536666666666666,10,8.689538461538461,10
WG,2014-09-25,Deep,0.3839018416072064,45,7.694318509403456,45
WG,2014-10-08,Surface,2.211,10,11.499,10
WG,2014-10-08,Mid-Depth,3.1979999999999995,10,9.955,10
WG,2014-10-08,Lower Photic,3.3862499999999995,10,8.588000000000001,10
WG,2014-10-08,Deep,0.3836843924655801,45,7.325526672543575,45
WG,2014-11-12,Surface,1.8090000000000004,10,9.724,10
WG,2014-11-12,Mid-Depth,2.3025,10,10.7235,10
WG,2014-11-12,Lower Photic,2.907,10,11.148,10
WG,2014-11-12,Deep,0.5591865751662317,45,9.737148636665545,45
WG,2014-12-09,Surface,2.5695,10,8.644000000000002,10
WG,2014-12-09,Mid-Depth,3.0355000000000003,10,8.669999999999998,10
WG,2014-12-09,Lower Photic,3.382,10,8.652000000000001,10
WG,2014-12-09,Deep,1.8415138956917767,45,8.14753162178453,45
WG,2015-01-14,Surface,1.963,10,8.416,10
WG,2015-01-14,Mid-Depth,2.337,10,8.35,10
WG,2015-01-14,Lower Photic,2.437,10,8.384,10
WG,2015-01-14,Deep,1.7611627563433476,45,8.157648109577776,45
WG,2015-02-11,Surface,5.936,10,8.443000000000001,10
WG,2015-02-11,Mid-Depth,6.584999999999999,10,8.389,10
WG,2015-02-11,Lower Photic,4.25,10,8.224,10
WG,2015-02-11,Deep,0.9325759620141612,45,7.992262296702722,45
WG,2015-03-11,Surface,1.928,10,8.743999999999998,10
WG,2015-03-11,Mid-Depth,3.211,10,8.719000000000001,10
WG,2015-03-11,Lower Photic,5.943999999999999,10,8.611,10
WG,2015-03-11,Deep,2.3650753012691674,45,8.356454300423463,45
WG,2015-04-14,Surface,0.29,10,8.741,10
WG,2015-04-14,Mid-Depth,0.642,10,8.715,10
WG,2015-04-14,Lower Photic,0.8020000000000002,10,8.599,10
WG,2015-04-14,Deep,0.4519634340560416,45,8.231232220881397,45
WG,2015-05-05,Surface,0.535,10,8.746,10
WG,2015-05-05,Mid-Depth,0.729,10,8.693000000000001,10
WG,2015-05-05,Lower Photic,0.953,10,8.535,10
WG,2015-05-05,Deep,0.5010047625250149,45,8.159231610244767,45
WG,2015-06-09,Surface,0.298,10,8.969999999999999,10
WG,2015-06-09,Mid-Depth,0.501,10,8.943999999999999,10
WG,2015-06-09,Lower Photic,0.679,10,8.74,10
WG,2015-06-09,Deep,0.3696427386035553,45,8.25130657389047,45
WG,2015-07-15,Surface,0.445,10,8.762,10
WG,2015-07-15,Mid-Depth,0.631,10,8.721,10
WG,2015-07-15,Lower Photic,0.8959999999999999,10,8.663,10
WG,2015-07-15,Deep,0.6327553840148243,45,8.011275892989927,45
WG,2015-08-11,Surface,1.003,10,8.914,10
WG,2015-08-11,Mid-Depth,1.8060000000000005,10,8.861999999999998,10
WG,2015-08-11,Lower Photic,1.41,10,8.734,10
WG,2015-08-11,Deep,0.6273943704366671,45,8.065812444586166,45
WG,2015-09-09,Surface,2.314,10,8.883,10
WG,2015-09-09,Mid-Depth,2.8245,10,8.708,10
WG,2015-09-09,Lower Photic,2.22,10,8.674,10
WG,2015-09-09,Deep,0.546814065770213,45,8.124810078224709,45
WG,2015-10-07,Surface,1.213,10,8.031,10
WG,2015-10-07,Mid-Depth,1.65,10,8.064,10
WG,2015-10-07,Lower Photic,1.412,10,8.134,10
WG,2015-10-07,Deep,0.3850400991848172,45,7.752111364558914,45
WG,2015-11-12,Surface,1.944153389323876,10,8.979,10
WG,2015-11-12,Mid-Depth,2.4719841428370346,10,8.963000000000001,10
WG,2015-11-12,Lower Photic,2.588374497214089,10,8.851999999999999,10
WG,2015-11-12,Deep,0.901680296306186,45,7.9835309123545235,45
WG,2015-12-08,Surface,2.06,10,8.649000000000001,10
WG,2015-12-08,Mid-Depth,2.203,10,8.61,10
WG,2015-12-08,Lower Photic,2.2059999999999995,10,8.593,10
WG,2015-12-08,Deep,0.783985889091655,45,8.177683673559653,45
WG,2016-01-20,Surface,1.983,10,7.892,10
WG,2016-01-20,Mid-Depth,2.3775000000000004,10,7.796000000000001,10
WG,2016-01-20,Lower Photic,2.313,10,7.763,10
WG,2016-01-20,Deep,0.9246655619711808,45,7.568505769839381,45
WG,2016-02-17,Surface,4.132,10,8.695000000000002,10
WG,2016-02-17,Mid-Depth,4.01,10,8.651,10
WG,2016-02-17,Lower Photic,3.0260000000000007,10,8.602,10
WG,2016-02-17,Deep,1.1050471340851606,45,8.260602891958476,45
WG,2016-03-01,Surface,3.272,10,8.654,10
WG,2016-03-01,Mid-Depth,3.859,10,8.646,10
WG,2016-03-01,Lower Photic,4.151999999999999,10,8.597,10
WG,2016-03-01,Deep,1.6082234408292664,45,8.310761638505076,45
WG,2016-03-09,Surface,3.144,10,8.619,10
WG,2016-03-09,Mid-Depth,3.881,10,8.573,10
WG,2016-03-09,Lower Photic,2.882,10,8.419,10
WG,2016-03-09,Deep,0.761570267324728,45,8.220242137916525,45
WG,2016-04-13,Surface,2.1990000000000003,10,8.483,10
WG,2016-04-13,Mid-Depth,2.568,10,8.293999999999999,10
WG,2016-04-13,Lower Photic,1.7860000000000005,10,8.255,10
WG,2016-04-13,Deep,0.3111164425025158,45,8.061189242202824,45
WG,2016-05-18,Surface,0.4519999999999999,10,8.836000000000002,10
WG,2016-05-18,Mid-Depth,0.74,10,8.791000000000002,10
WG,2016-05-18,Lower Photic,1.094,10,8.478,10
WG,2016-05-18,Deep,0.2165973930380898,45,8.147096324798715,45
WG,2016-06-15,Surface,0.558,10,8.658,10
WG,2016-06-15,Mid-Depth,0.8619999999999999,10,8.628000000000002,10
WG,2016-06-15,Lower Photic,1.362,10,8.293999999999999,10
WG,2016-06-15,Deep,0.4365163226973012,45,7.811958341833282,45
WG,2016-07-13,Surface,0.398,10,8.739,10
WG,2016-07-13,Mid-Depth,0.666,10,8.734,10
WG,2016-07-13,Lower Photic,0.8350000000000002,10,8.542000000000002,10
WG,2016-07-13,Deep,0.3448289733954831,45,8.063826394843245,45
WG,2016-08-10,Surface,0.374,10,8.600999999999999,10
WG,2016-08-10,Mid-Depth,0.8029999999999999,10,8.572,10
WG,2016-08-10,Lower Photic,1.066,10,8.516,10
WG,2016-08-10,Deep,0.3705419276219738,45,7.913930807605811,45
WG,2016-09-07,Surface,0.4269999999999999,10,9.952,10
WG,2016-09-07,Mid-Depth,0.777,10,9.898,10
WG,2016-09-07,Lower Photic,0.903,10,9.791,10
WG,2016-09-07,Deep,0.3004117716998265,45,9.09770137427094,45
WG,2016-10-12,Surface,0.626,10,9.041,10
WG,2016-10-12,Mid-Depth,0.771,10,9.063,10
WG,2016-10-12,Lower Photic,0.7610000000000001,10,8.992,10
WG,2016-10-12,Deep,0.2226968131055753,45,8.220489860624285,45
WG,2016-11-09,Surface,0.728,10,9.072,10
WG,2016-11-09,Mid-Depth,1.005,10,9.029,10
WG,2016-11-09,Lower Photic,1.03,10,8.997,10
WG,2016-11-09,Deep,0.3796225810644087,45,8.380105350138287,45
WG,2016-12-05,Surface,1.411,10,8.457000000000003,10
WG,2016-12-05,Mid-Depth,1.573,10,8.441999999999998,10
WG,2016-12-05,Lower Photic,2.066,10,8.413,10
WG,2016-12-05,Deep,0.7284236010372571,45,7.980349693056208,45
WG,2017-02-08,Surface,1.04,10,8.314999999999998,10
WG,2017-02-08,Mid-Depth,1.086,10,8.302000000000001,10
WG,2017-02-08,Lower Photic,1.122,10,8.284,10
WG,2017-02-08,Deep,0.7595556640045242,45,8.053009625070993,45
WG,2017-03-14,Surface,1.392,10,8.35,10
WG,2017-03-14,Mid-Depth,1.7719999999999998,10,8.325,10
WG,2017-03-14,Lower Photic,1.47,10,8.298999999999998,10
WG,2017-03-14,Deep,0.4835098369381793,45,8.078964703731744,45
WG,2017-04-19,Surface,0.324,10,8.294,10
WG,2017-04-19,Mid-Depth,0.3970000000000001,10,8.244,10
WG,2017-04-19,Lower Photic,0.483,10,8.159,10
WG,2017-04-19,Deep,0.3129139762174987,45,7.89693530256533,45
WG,2017-05-17,Surface,0.409,10,7.968999999999999,10
WG,2017-05-17,Mid-Depth,0.437,10,8.081,10
WG,2017-05-17,Lower Photic,0.4639999999999999,10,7.923999999999999,10
WG,2017-05-17,Deep,0.2837710988143557,45,7.68082684043758,45
WG,2017-06-21,Surface,0.614,10,8.328999999999999,10
WG,2017-06-21,Mid-Depth,0.993,10,8.39,10
WG,2017-06-21,Lower Photic,1.086,10,8.147,10
WG,2017-06-21,Deep,0.2364233252642592,45,7.848329602060212,45
WG,2017-07-12,Surface,0.5269999999999999,10,8.427000000000001,10
WG,2017-07-12,Mid-Depth,0.5810000000000001,10,8.402,10
WG,2017-07-12,Lower Photic,0.349,10,8.136,10
WG,2017-07-12,Deep,0.1123215485447774,45,7.866394437734537,45
WG,2017-08-09,Surface,0.674,10,9.272000000000002,10
WG,2017-08-09,Mid-Depth,0.826,10,9.205000000000002,10
WG,2017-08-09,Lower Photic,0.724,10,8.992,10
WG,2017-08-09,Deep,0.1689387625118906,45,8.413576564329915,45
WG,2017-09-13,Surface,0.974,10,10.289,10
WG,2017-09-13,Mid-Depth,0.907,10,10.132,10
WG,2017-09-13,Lower Photic,0.321,10,9.663,10
WG,2017-09-13,Deep,0.141343507403032,45,9.28731302409603,45
WG,2017-10-13,Surface,0.6060000000000001,10,9.133,10
WG,2017-10-13,Mid-Depth,0.795,10,9.152,10
WG,2017-10-13,Lower Photic,0.997,10,9.033,10
WG,2017-10-13,Deep,0.1619585185320686,45,8.155194510341406,45
WG,2017-11-08,Surface,1.108,10,8.958,10
WG,2017-11-08,Mid-Depth,1.5240000000000002,10,8.953000000000001,10
WG,2017-11-08,Lower Photic,1.939,10,8.925999999999998,10
WG,2017-11-08,Deep,0.4765128960960714,45,8.0462427383848,45
WG,2017-12-14,Surface,2.5860000000000003,10,8.639999999999999,10
WG,2017-12-14,Mid-Depth,3.075,10,8.622,10
WG,2017-12-14,Lower Photic,3.183,10,8.589,10
WG,2017-12-14,Deep,1.3690482812554048,45,7.932260555594031,45
WG,2018-01-11,Surface,5.3105531504883645,10,9.188646601515742,10
WG,2018-01-11,Mid-Depth,5.688240281690459,10,9.193047125651088,10
WG,2018-01-11,Lower Photic,5.618756277828416,10,9.191600206827491,10
WG,2018-01-11,Deep,3.262379761584616,45,8.871241657853346,45
WG,2018-02-07,Surface,4.505032748524064,10,8.806040040315121,10
WG,2018-02-07,Mid-Depth,6.801609533710748,10,8.80870402539904,10
WG,2018-02-07,Lower Photic,6.774494817250951,10,8.805254868852725,10
WG,2018-02-07,Deep,1.9401551652842828,45,8.700043258922967,45
WG,2018-02-28,Surface,3.3433090918648345,10,8.911778057932503,10
WG,2018-02-28,Mid-Depth,3.827637874618717,10,8.822559694201512,10
WG,2018-02-28,Lower Photic,2.512756729751,10,8.688189376355597,10
WG,2018-02-28,Deep,0.8571293293637292,45,8.565487871540979,45
WG,2018-03-15,Surface,5.679800016141051,10,8.964204625164797,10
WG,2018-03-15,Mid-Depth,6.897336470864007,10,8.913084795984542,10
WG,2018-03-15,Lower Photic,7.047080096739107,10,8.68354576993531,10
WG,2018-03-15,Deep,1.2404049460918871,45,8.532455027344055,45
WG,2018-04-12,Surface,1.382873583998196,10,8.812434306790236,10
WG,2018-04-12,Mid-Depth,1.7372469058779771,10,8.744980623013436,10
WG,2018-04-12,Lower Photic,1.8347205860627027,10,8.50623490160192,10
WG,2018-04-12,Deep,0.6445013628011164,45,8.288790874716044,45
WG,2018-05-16,Surface,1.370073318972941,10,8.834800176722519,10
WG,2018-05-16,Mid-Depth,1.771278344468671,10,8.755889609679269,10
WG,2018-05-16,Lower Photic,1.763338188712868,10,8.405504658526501,10
WG,2018-05-16,Deep,0.7125668472878567,45,8.14879072113943,45
WG,2018-06-13,Surface,0.8626307366458121,10,8.894922060266014,10
WG,2018-06-13,Mid-Depth,1.177996982823793,10,8.80778260868384,10
WG,2018-06-13,Lower Photic,1.3811038640156752,10,8.39188942455836,10
WG,2018-06-13,Deep,0.6771712685928633,45,8.126708082971017,45
WG,2018-07-18,Surface,1.103682995263243,10,8.787404465083487,10
WG,2018-07-18,Mid-Depth,1.158706919439914,10,8.781321852197678,10
WG,2018-07-18,Lower Photic,1.6992423959024023,10,8.598498818166897,10
WG,2018-07-18,Deep,0.7345810962997453,45,8.103488685329587,45
WG,2018-08-16,Surface,0.7164284585515958,10,8.931597092936489,10
WG,2018-08-16,Mid-Depth,0.9576136825193212,10,8.854244274579527,10
WG,2018-08-16,Lower Photic,1.7155247094586472,10,8.741006905752704,10
WG,2018-08-16,Deep,0.9308175386726414,45,8.110182417452526,45
WG,2018-09-12,Surface,0.9828219941238664,10,8.872369894426654,10
WG,2018-09-12,Mid-Depth,1.244304555678802,10,8.860706455389023,10
WG,2018-09-12,Lower Photic,1.6255408002951213,10,8.647430481846197,10
WG,2018-09-12,Deep,0.7914040647012093,45,8.105604492324328,45
WG,2018-09-24,Surface,2.100122293977437,10,9.138806955172909,10
WG,2018-09-24,Mid-Depth,1.8359173344129889,10,9.008427667065387,10
WG,2018-09-24,Lower Photic,0.9773544866432397,10,8.759699353237163,10
WG,2018-09-24,Deep,0.5308048132245167,45,8.146839849152448,45
WG,2018-10-10,Surface,8.29949773003855,10,9.0904325552463,10
WG,2018-10-10,Mid-Depth,5.5764417691017885,10,9.00766368358028,10
WG,2018-10-10,Lower Photic,4.6209177885035375,10,8.954491502335165,10
WG,2018-10-10,Deep,0.779837605799785,45,8.124675893387725,45
WG,2018-11-14,Surface,2.588485818361907,10,8.985271202143707,10
WG,2018-11-14,Mid-Depth,3.4383459253459128,10,8.937426442363133,10
WG,2018-11-14,Lower Photic,3.149022442961131,10,8.845156362447568,10
WG,2018-11-14,Deep,0.7202623510805757,45,7.9697223672735795,45
WG,2018-12-12,Surface,2.051809134005416,10,8.303065721334471,10
WG,2018-12-12,Mid-Depth,2.2850109864382544,10,8.520287914546937,10
WG,2018-12-12,Lower Photic,2.316225638171124,10,8.6412025873534,10
WG,2018-12-12,Deep,1.069816862443678,45,8.106570512013265,45
WG,2019-02-12,Surface,2.9635680663467947,10,8.571286853710538,10
WG,2019-02-12,Mid-Depth,1.903353927841752,10,8.300986867478812,10
WG,2019-02-12,Lower Photic,1.861825141635488,10,8.209760356480901,10
WG,2019-02-12,Deep,1.313565284912954,45,7.853021008925985,45
WG,2019-03-12,Surface,3.096689599282983,10,8.902478246741978,10
WG,2019-03-12,Mid-Depth,3.146622887345037,10,8.779690753113332,10
WG,2019-03-12,Lower Photic,1.528408365890563,10,8.665521318729677,10
WG,2019-03-12,Deep,0.6398471363064939,45,8.1574787165582,45
WG,2019-04-09,Surface,2.7508672427344933,10,8.798153417690846,10
WG,2019-04-09,Mid-Depth,3.5923097190398527,10,8.461292977982193,10
WG,2019-04-09,Lower Photic,1.618225434679383,10,8.159625404180641,10
WG,2019-04-09,Deep,0.5523430961478912,45,7.659893567162646,45
WG,2019-05-14,Surface,1.1688695104480158,10,8.84497714797563,10
WG,2019-05-14,Mid-Depth,1.15164208882869,10,8.741453591997784,10
WG,2019-05-14,Lower Photic,1.107324742584661,10,8.491738404416168,10
WG,2019-05-14,Deep,0.4724304476331874,45,8.071818091695446,45
WG,2019-06-12,Surface,0.8419867776592213,10,8.917858428373615,10
WG,2019-06-12,Mid-Depth,1.1155937356856305,10,8.83936611398773,10
WG,2019-06-12,Lower Photic,1.4955793408602591,10,8.49752288097419,10
WG,2019-06-12,Deep,0.5373903440602407,45,8.064815546006901,45
WG,2019-07-12,Surface,1.370242450252132,10,8.842034298712592,10
WG,2019-07-12,Mid-Depth,1.44004687596207,10,8.803504188748766,10
WG,2019-07-12,Lower Photic,2.369443608648647,10,8.568627280909777,10
WG,2019-07-12,Deep,0.7375168930875216,45,7.672046195157359,45
WG,2019-08-13,Surface,1.18029483199129,10,8.802644649377635,10
WG,2019-08-13,Mid-Depth,1.3665641128835009,10,8.692933606072902,10
WG,2019-08-13,Lower Photic,2.18752485817782,10,8.282729977214085,10
WG,2019-08-13,Deep,0.7008539284150977,45,7.589112480457663,45
WG,2019-09-10,Surface,0.9874034629211356,10,8.933486518842503,10
WG,2019-09-10,Mid-Depth,1.1965765860352398,10,8.89230502750489,10
WG,2019-09-10,Lower Photic,1.99741400247146,10,8.722138085666506,10
WG,2019-09-10,Deep,0.701620893631611,45,7.880054827515336,45
WG,2020-01-23,Surface,3.191409045091518,10,7.504081051502486,10
WG,2020-01-23,Mid-Depth,3.338787096733809,10,7.245847279939471,10
WG,2020-01-23,Lower Photic,3.282318988407293,10,6.681804997894273,10
WG,2020-01-23,Deep,1.7298576066782738,45,6.037252695327413,45
WG,2020-02-11,Surface,2.992767965359481,10,8.677658552477151,10
WG,2020-02-11,Mid-Depth,5.106323633695529,10,8.529047027373851,10
WG,2020-02-11,Lower Photic,8.969778294595027,10,8.154180453383793,10
WG,2020-02-11,Deep,1.7387098468178328,45,7.53375652024598,45
WG,2020-03-10,Surface,2.870703458557061,10,8.60301409535794,10
WG,2020-03-10,Mid-Depth,3.0867657910833386,10,8.573959834267024,10
WG,2020-03-10,Lower Photic,3.256861381243695,10,8.519452670754657,10
WG,2020-03-10,Deep,1.875962470358254,45,7.896631143798432,45
WG,2020-04-14,Surface,1.329314454010969,10,8.810272733010722,10
WG,2020-04-14,Mid-Depth,2.225919888544295,10,8.524301122848332,10
WG,2020-04-14,Lower Photic,3.2986998533922858,10,8.14024497401221,10
WG,2020-04-14,Deep,0.96850734195304,45,7.6762557188305856,45
WG,2020-05-12,Surface,1.8011647997416698,10,8.8124337934006,10
WG,2020-05-12,Mid-Depth,2.419504394808402,10,8.744103947630611,10
WG,2020-05-12,Lower Photic,3.279659905098889,10,8.038677416258512,10
WG,2020-05-12,Deep,0.842705514856751,45,7.353824916416557,45
WG,2020-06-09,Surface,2.434165961975853,10,8.757032901888799,10
WG,2020-06-09,Mid-Depth,3.581824859440704,10,8.701417776233553,10
WG,2020-06-09,Lower Photic,7.216399410815077,10,8.066790301588194,10
WG,2020-06-09,Deep,0.7370966002395811,45,7.46653127126974,45
WG,2020-07-14,Surface,1.532446148854546,10,8.545085855216316,10
WG,2020-07-14,Mid-Depth,2.893350122236858,10,8.212723151675192,10
WG,2020-07-14,Lower Photic,9.964533935400992,10,7.685825209968283,10
WG,2020-07-14,Deep,0.938029888213026,45,7.233813517754665,45
WG,2020-08-11,Surface,1.3407922333189115,10,8.566773074663923,10
WG,2020-08-11,Mid-Depth,1.419560045093654,10,8.249866307066606,10
WG,2020-08-11,Lower Photic,2.1237072810819524,10,7.796410817047748,10
WG,2020-08-11,Deep,0.8131311701173818,45,6.956110969710344,45
WG,2020-09-08,Surface,1.107175260552559,10,7.714140819645541,10
WG,2020-09-08,Mid-Depth,1.262473051732485,10,8.163620243498894,10
WG,2020-09-08,Lower Photic,1.529113593077826,10,8.186307825278222,10
WG,2020-09-08,Deep,0.7191154231714265,45,7.685453442940325,45
WG,2020-10-13,Surface,1.193885241526715,10,8.781402452356733,10
WG,2020-10-13,Mid-Depth,1.394928229986339,10,8.407395839609755,10
WG,2020-10-13,Lower Photic,1.733820563226364,10,7.961944237099165,10
WG,2020-10-13,Deep,0.78310183597154,45,7.053964029075459,45
WG,2020-11-10,Surface,1.744856796586302,10,8.70231031477591,10
WG,2020-11-10,Mid-Depth,2.043717856134096,10,8.295228433579396,10
WG,2020-11-10,Lower Photic,2.47274113102166,10,7.907306151917351,10
WG,2020-11-10,Deep,0.7816404571445826,45,6.902107334685049,45
WG,2020-12-08,Surface,1.915986544346682,10,8.715629423090268,10
WG,2020-12-08,Mid-Depth,2.132734530100735,10,8.381011983755988,10
WG,2020-12-08,Lower Photic,2.237668904335064,10,8.083289881933986,10
WG,2020-12-08,Deep,1.0361407942834542,45,7.377054459419278,45
WG,2021-01-19,Surface,3.141404573431441,10,6.997165560776551,10
WG,2021-01-19,Mid-Depth,3.5055730187305443,10,7.023097365873913,10
WG,2021-01-19,Lower Photic,3.636962560776772,10,7.06333559283302,10
WG,2021-01-19,Deep,1.7871978867314615,45,6.997511141617319,45
WG,2021-02-16,Surface,4.105443692207311,10,8.801249428853644,10
WG,2021-02-16,Mid-Depth,10.213898400652496,10,8.514308272782097,10
WG,2021-02-16,Lower Photic,6.137256071147533,10,8.194097962312876,10
WG,2021-02-16,Deep,1.1223376509241787,45,7.707691148704315,45
WG,2021-03-16,Surface,2.714787350830661,10,8.680584282638547,10
WG,2021-03-16,Mid-Depth,3.226830171308703,10,8.625507817582053,10
WG,2021-03-16,Lower Photic,2.364247632083844,10,8.584391392089097,10
WG,2021-03-16,Deep,1.0771772971159237,45,7.994843053021222,45
WG,2021-04-13,Surface,2.056947261430284,10,8.673562904738992,10
WG,2021-04-13,Mid-Depth,2.844927073113071,10,8.629722610042215,10
WG,2021-04-13,Lower Photic,1.9380980356056845,10,8.552487291354534,10
WG,2021-04-13,Deep,0.9292466510903056,45,8.072853504609823,45
WG,2021-05-11,Surface,1.36910113160047,10,8.746356567651521,10
WG,2021-05-11,Mid-Depth,1.856528462473636,10,8.717519427792519,10
WG,2021-05-11,Lower Photic,1.493457440786589,10,8.633565278346717,10
WG,2021-05-11,Deep,0.6853087310955703,45,8.088918292883308,45
WG,2021-06-08,Surface,1.0622882582525857,10,8.825553189791135,10
WG,2021-06-08,Mid-Depth,1.414101303089838,10,8.363169561028341,10
WG,2021-06-08,Lower Photic,1.409164652971374,10,7.789507138322492,10
WG,2021-06-08,Deep,0.6228717426350697,45,6.95256784856814,45
WG,2021-07-13,Surface,1.2377056941484492,10,8.739777877553797,10
WG,2021-07-13,Mid-Depth,1.62746014289012,10,8.468571358014142,10
WG,2021-07-13,Lower Photic,2.1684928595063733,10,7.772596391364109,10
WG,2021-07-13,Deep,0.6134095577646186,45,7.237512983268808,45
WG,2021-08-10,Surface,1.2346926366588715,10,8.690364522263575,10
WG,2021-08-10,Mid-Depth,1.511992892980106,10,7.987918417935395,10
WG,2021-08-10,Lower Photic,2.7557867494449053,10,7.423299336426488,10
WG,2021-08-10,Deep,0.9720056297317992,45,6.517413550243439,45
WG,2021-09-07,Surface,1.2720290422260974,10,8.196666626045474,10
WG,2021-09-07,Mid-Depth,1.7033864687798652,10,8.421998204950949,10
WG,2021-09-07,Lower Photic,2.442569232851778,10,8.07756336471791,10
WG,2021-09-07,Deep,0.9956053038598432,45,7.28514096770922,45
WG,2021-10-12,Surface,1.3618227411161137,10,8.863202158817804,10
WG,2021-10-12,Mid-Depth,1.787301836701469,10,8.778721303344213,10
WG,2021-10-12,Lower Photic,2.887287296839165,10,8.275466167895365,10
WG,2021-10-12,Deep,0.9802558326282584,45,7.125212286798258,45
WG,2021-11-09,Surface,1.962657082038485,10,8.607801536250866,10
WG,2021-11-09,Mid-Depth,2.7445183084196154,10,8.48177146773552,10
