location,date,depth_group,value_ph,measurement_count_ph,value_dissolved_oxygen,measurement_count_dissolved_oxygen,value_difference,measurement_count_difference
SA,2021-06-08,Mid-Depth,8.164088295670158,10,6.643858660921507,10,1.5202296347486515,0
SA,2021-06-08,Lower Photic,7.508044724665043,10,4.871564203024917,10,2.6364805216401255,0
SA,2021-06-08,Deep,7.163887473659273,22,3.6988415861505946,22,3.465045887508678,0
SA,2021-07-13,Surface,8.790574089420682,10,7.366769850491487,10,1.4238042389291952,0
SA,2021-07-13,Mid-Depth,8.139767190772693,10,7.26781289562161,10,0.8719542951510828,0
SA,2021-07-13,Lower Photic,7.328359039502503,10,4.731810765756382,10,2.596548273746121,0
SA,2021-07-13,Deep,6.821691548001204,22,3.224943007324073,22,3.596748540677131,0
SA,2021-08-10,Surface,8.81867005723878,10,7.397959563881547,10,1.420710493357233,0
SA,2021-08-10,Mid-Depth,8.274745714797737,10,7.219267880211079,10,1.0554778345866582,0
SA,2021-08-10,Lower Photic,7.834496882963904,10,5.776673471054756,10,2.0578234119091485,0
SA,2021-08-10,Deep,7.055353744288192,22,2.9804810481810544,22,4.074872696107137,0
SA,2021-09-07,Surface,8.460061440855526,10,7.39953755783893,10,1.0605238830165957,0
SA,2021-09-07,Mid-Depth,7.941553032729457,10,6.98071169073976,10,0.9608413419896973,0
SA,2021-09-07,Lower Photic,7.571098429885856,10,5.491963716927402,10,2.079134712958454,0
SA,2021-09-07,Deep,6.818276756363099,22,2.554726284313802,22,4.263550472049298,0
SA,2021-10-12,Surface,8.439161917933353,10,7.477838734081319,10,0.9613231838520342,0
SA,2021-10-12,Mid-Depth,7.381892311371198,10,6.731880449009267,10,0.6500118623619304,0
SA,2021-10-12,Lower Photic,6.846809061609268,10,5.086237004888838,10,1.76057205672043,0
SA,2021-10-12,Deep,6.2046426265934125,22,2.0086435714718567,22,4.195999055121556,0
SA,2021-11-09,Surface,8.523957968296644,10,6.992147713177356,10,1.5318102551192876,0
SA,2021-11-09,Mid-Depth,7.895403876132072,10,6.819820424785695,10,1.0755834513463771,0
SA,2021-11-09,Lower Photic,7.610040771435601,10,6.56563934618063,10,1.0444014252549714,0
SA,2021-11-09,Deep,6.905632785602112,22,2.175244296653012,22,4.7303884889490995,0
SA,2021-12-07,Surface,8.485185921378559,10,7.093130618294079,10,1.3920553030844793,0
SA,2021-12-07,Mid-Depth,8.34657168525904,10,6.820217239276522,10,1.526354445982518,0
SA,2021-12-07,Lower Photic,8.205830431552096,10,6.344713050892549,10,1.8611173806595467,0
SA,2021-12-07,Deep,8.121347648368031,22,6.07718680764306,22,2.044160840724971,0
SA,2022-01-18,Surface,8.443497405877482,10,6.764687170344553,10,1.6788102355329286,0
SA,2022-01-18,Mid-Depth,7.896820311634963,10,6.604742297486278,10,1.292078014148685,0
SA,2022-01-18,Lower Photic,7.648760690556466,10,6.249096877853509,10,1.3996638127029568,0
SA,2022-01-18,Deep,7.39700155642692,22,5.883061920984509,22,1.5139396354424113,0
SA,2022-02-08,Surface,8.601195844553827,10,6.942781885177878,10,1.6584139593759488,0
SA,2022-02-08,Mid-Depth,7.9919841416092705,10,6.64776085419341,10,1.3442232874158604,0
SA,2022-02-08,Lower Photic,7.664514325812971,10,6.372147057911205,10,1.2923672679017661,0
SA,2022-02-08,Deep,7.52901286788019,22,6.3158806110530925,22,1.2131322568270972,0
SA,2022-03-08,Surface,7.818140404790677,10,7.546786116148387,10,0.27135428864229016,0
SA,2022-03-08,Mid-Depth,7.76624073807469,10,6.732644118035337,10,1.0335966200393534,0
SA,2022-03-08,Lower Photic,7.755379972720448,10,6.36797529646119,10,1.3874046762592576,0
SA,2022-03-08,Deep,7.726128169603262,22,6.251899915390921,22,1.474228254212341,0
SA,2022-04-05,Surface,8.186896191007225,10,7.589467174910761,10,0.5974290160964637,0
SA,2022-04-05,Mid-Depth,7.773333657727274,10,6.902209286162797,10,0.871124371564477,0
SA,2022-04-05,Lower Photic,7.419239627668167,10,5.911869194747479,10,1.5073704329206885,0
SA,2022-04-05,Deep,7.293737360979855,22,4.725606697128234,22,2.568130663851621,0
SA,2022-05-10,Surface,8.508604717116302,10,7.926953991101852,10,0.5816507260144501,0
SA,2022-05-10,Mid-Depth,8.106056949868748,10,7.459754439966706,10,0.6463025099020419,0
SA,2022-05-10,Lower Photic,7.629428319188326,10,5.596262124239599,10,2.033166194948727,0
SA,2022-05-10,Deep,7.250936763111105,22,3.865950472175633,22,3.384986290935472,0
SA,2022-06-14,Surface,8.686991704305683,10,7.34256627063713,10,1.3444254336685528,0
SA,2022-06-14,Mid-Depth,8.018405276524463,10,7.173493454981623,10,0.8449118215428406,0
SA,2022-06-14,Lower Photic,7.353183471888464,10,5.322572177901788,10,2.0306112939866763,0
SA,2022-06-14,Deep,6.718536309788487,22,3.2802743754507047,22,3.438261934337782,0
SA,2022-07-12,Surface,8.623072322266845,10,7.412561997881651,10,1.2105103243851936,0
SA,2022-07-12,Mid-Depth,8.006605659726512,10,7.031974663445746,10,0.9746309962807658,0
SA,2022-07-12,Lower Photic,7.511261952516783,10,5.8314303796369975,10,1.6798315728797855,0
SA,2022-07-12,Deep,7.018226676340134,22,3.340157214465933,22,3.6780694618742014,0
SA,2022-08-09,Surface,7.996239282129925,10,7.091904845258664,10,0.9043344368712605,0
SA,2022-08-09,Mid-Depth,7.623406626006663,10,6.980453595553014,10,0.6429530304536488,0
SA,2022-08-09,Lower Photic,7.402694098589746,10,6.521050695277928,10,0.8816434033118172,0
SA,2022-08-09,Deep,6.635874307531373,22,2.7861259618171483,22,3.8497483457142248,0
SA,2022-09-06,Surface,8.735566499468508,10,7.589672919998956,10,1.1458935794695515,0
SA,2022-09-06,Mid-Depth,8.394361921326968,10,6.92949539092602,10,1.4648665304009487,0
SA,2022-09-06,Lower Photic,7.8695547209986145,10,5.591720864450577,10,2.277833856548037,0
SA,2022-09-06,Deep,7.08640517640342,22,2.225875877088453,22,4.860529299314967,0
SA,2022-10-18,Surface,8.618268004910682,10,7.282552036428839,10,1.3357159684818427,0
SA,2022-10-18,Mid-Depth,7.797636799307895,10,6.707720654825296,10,1.0899161444825989,0
SA,2022-10-18,Lower Photic,7.459437624701636,10,6.156961293095253,10,1.3024763316063828,0
SA,2022-10-18,Deep,6.552496912347763,22,1.9839446313430635,22,4.5685522810047,0
SA,2022-11-08,Surface,8.473295126734659,10,7.074862200613351,10,1.3984329261213073,0
SA,2022-11-08,Mid-Depth,8.342123769794235,10,6.478442007722579,10,1.8636817620716553,0
SA,2022-11-08,Lower Photic,8.162074171824395,10,5.52424120370511,10,2.6378329681192856,0
SA,2022-11-08,Deep,7.479832725263178,22,1.8941342889468693,22,5.585698436316309,0
SA,2022-12-06,Surface,8.473870870849122,10,6.54163299661108,10,1.9322378742380426,0
SA,2022-12-06,Mid-Depth,7.8390387091347025,10,6.353138514880082,10,1.4859001942546204,0
SA,2022-12-06,Lower Photic,7.533497179858929,10,6.162844337694788,10,1.3706528421641408,0
SA,2022-12-06,Deep,7.304393970958902,22,5.7240522542889165,22,1.5803417166699854,0
SA,2023-01-17,Surface,8.05742321351455,10,6.907896067201811,10,1.1495271463127388,0
SA,2023-01-17,Mid-Depth,7.500367870173849,10,6.583605761896966,10,0.9167621082768829,0
SA,2023-01-17,Lower Photic,7.213929122819954,10,6.450935396649359,10,0.7629937261705946,0
SA,2023-01-17,Deep,7.220624496024356,22,6.24688365037101,22,0.9737408456533458,0
SA,2023-02-14,Surface,7.617233086385653,10,6.587865040944055,10,1.0293680454415979,0
SA,2023-02-14,Mid-Depth,7.166284961077499,10,6.640716812312851,10,0.5255681487646475,0
SA,2023-02-14,Lower Photic,6.842219082819604,10,6.584954458109034,10,0.25726462471056966,0
SA,2023-02-14,Deep,6.257852135300104,22,6.313545611616655,22,-0.055693476316550417,0
SA,2023-03-14,Surface,8.23091705614107,10,7.7242253873154,10,0.5066916688256704,0
SA,2023-03-14,Mid-Depth,7.761768658510901,10,7.04669398876103,10,0.7150746697498711,0
SA,2023-03-14,Lower Photic,7.411533569919653,10,5.760694695987242,10,1.6508388739324111,0
SA,2023-03-14,Deep,6.99960471317375,22,4.711602938533858,22,2.288001774639892,0
SA,2023-04-11,Surface,8.08301491558369,10,7.129059060071837,10,0.9539558555118521,0
SA,2023-04-11,Mid-Depth,7.525652487433329,10,7.0028973388193005,10,0.5227551486140287,0
SA,2023-04-11,Lower Photic,7.242870635532194,10,6.5520906892089625,10,0.6907799463232314,0
SA,2023-04-11,Deep,6.546955771762196,22,2.735482420143129,22,3.811473351619067,0
SA,2023-05-09,Surface,7.509066357782487,10,7.769248012441736,10,-0.2601816546592488,0
SA,2023-05-09,Mid-Depth,7.063670897897576,10,7.500319832688578,10,-0.43664893479100186,0
SA,2023-05-09,Lower Photic,6.604859041917547,10,5.916004637863358,10,0.6888544040541893,0
SA,2023-05-09,Deep,6.230406397695668,22,3.153840854757973,22,3.076565542937695,0
SA,2023-06-13,Surface,8.478696614769571,10,7.669910373224828,10,0.8087862415447438,0
SA,2023-06-13,Mid-Depth,8.074114354269634,10,7.152626727731077,10,0.921487626538557,0
SA,2023-06-13,Lower Photic,7.433627216531202,10,4.562431190681585,10,2.871196025849617,0
SA,2023-06-13,Deep,6.874552264568025,22,2.161629860069328,22,4.712922404498697,0
SA,2023-07-18,Surface,7.963983282986677,10,7.142385958833844,10,0.8215973241528323,0
SA,2023-07-18,Mid-Depth,7.400906052751113,10,7.04518731089036,10,0.3557187418607528,0
SA,2023-07-18,Lower Photic,7.194161639013544,10,6.405243296702759,10,0.7889183423107848,0
SA,2023-07-18,Deep,6.179677355282586,22,1.218818521264825,22,4.9608588340177615,0
SA,2023-08-16,Surface,8.005407684527714,10,7.316590430940272,10,0.6888172535874428,0
SA,2023-08-16,Mid-Depth,7.1943962344884085,10,7.067036678473192,10,0.1273595560152163,0
SA,2023-08-16,Lower Photic,6.6796068048101205,10,5.068397557191462,10,1.6112092476186586,0
SA,2023-08-16,Deep,6.007619517222573,22,1.5685345133896822,22,4.439085003832891,0
SA,2023-09-05,Surface,8.507137021142292,10,7.451776143362052,10,1.05536087778024,0
SA,2023-09-05,Mid-Depth,7.52270113962094,10,6.989184524926147,10,0.5335166146947934,0
SA,2023-09-05,Lower Photic,6.7797028742921785,10,4.555586862796679,10,2.224116011495499,0
SA,2023-09-05,Deep,6.033430455329412,22,1.307332926511071,22,4.72609752881834,0
SA,2023-10-18,Surface,9.50335046020476,10,7.166338597484765,10,2.3370118627199954,0
SA,2023-10-18,Mid-Depth,9.47648005977362,10,7.165019184236856,10,2.3114608755367634,0
SA,2023-10-18,Lower Photic,9.400332529415476,10,6.726468708461337,10,2.6738638209541383,0
SA,2023-10-18,Deep,8.520064604855639,22,1.172102618797883,22,7.347961986057756,0
SA,2023-11-14,Surface,8.148195976095923,10,7.015025945114149,10,1.1331700309817743,0
SA,2023-11-14,Mid-Depth,7.42052275414774,10,6.7518036193456,10,0.6687191348021395,0
SA,2023-11-14,Lower Photic,7.271787700404606,10,6.429547058034298,10,0.8422406423703084,0
SA,2023-11-14,Deep,6.72316821273082,22,2.7760321969541986,22,3.9471360157766213,0
SA,2023-12-05,Surface,8.285028243577896,10,6.751127747167956,10,1.5339004964099399,0
SA,2023-12-05,Mid-Depth,8.05432393875876,10,6.67694070634114,10,1.3773832324176194,0
SA,2023-12-05,Lower Photic,7.865226781201402,10,6.633135996520321,10,1.2320907846810814,0
SA,2023-12-05,Deep,7.54433030858441,22,3.539818720581428,22,4.004511588002982,0
WG,2014-02-14,Surface,9.0625,10,7.582499999999999,10,1.4800000000000013,0
WG,2014-02-14,Mid-Depth,9.093714285714286,10,6.966714285714285,10,2.1270000000000016,0
WG,2014-02-14,Lower Photic,9.018928571428573,10,6.483928571428573,10,2.535,0
WG,2014-02-14,Deep,8.677467791543306,45,3.6716111004142338,45,5.005856691129072,0
WG,2014-02-19,Surface,9.455000000000002,10,7.606,10,1.849000000000002,0
WG,2014-02-19,Mid-Depth,9.378,10,7.339000000000001,10,2.038999999999999,0
WG,2014-02-19,Lower Photic,9.16,10,6.273000000000001,10,2.8869999999999996,0
WG,2014-02-19,Deep,8.800041909407057,45,3.3489138510652627,45,5.451128058341794,0
WG,2014-03-26,Surface,8.667,10,7.318,10,1.3490000000000002,0
WG,2014-03-26,Mid-Depth,8.680000000000001,10,7.147,10,1.5330000000000013,0
WG,2014-03-26,Lower Photic,8.513500000000002,10,5.729,10,2.784500000000002,0
WG,2014-03-26,Deep,8.157616755572622,45,2.653875934693772,45,5.50374082087885,0
WG,2014-04-23,Surface,8.745271018062347,10,7.159925592657731,10,1.5853454254046158,0
WG,2014-04-23,Mid-Depth,8.668,10,7.087999999999999,10,1.58,0
WG,2014-04-23,Lower Photic,8.655000000000001,10,7.019,10,1.636000000000001,0
WG,2014-04-23,Deep,8.142455914184891,45,3.087883643276498,45,5.054572270908393,0
WG,2014-04-27,Surface,8.709965250473754,10,7.134598799331288,10,1.5753664511424663,0
WG,2014-04-27,Mid-Depth,8.697,10,7.178,10,1.5189999999999992,0
WG,2014-04-27,Lower Photic,8.607000000000001,10,6.721000000000001,10,1.8860000000000001,0
WG,2014-04-27,Deep,8.116161727022993,45,2.858001013963296,45,5.258160713059697,0
WG,2014-06-25,Surface,9.021000000000004,10,7.2,10,1.8210000000000042,0
WG,2014-06-25,Mid-Depth,9.408,10,7.257,10,2.151,0
WG,2014-06-25,Lower Photic,9.044,10,6.911,10,2.133000000000001,0
WG,2014-06-25,Deep,8.192870040888225,45,2.6498326335783893,45,5.543037407309836,0
WG,2014-07-23,Surface,8.516,10,6.884,10,1.6319999999999997,0
WG,2014-07-23,Mid-Depth,8.885,10,6.9,10,1.9849999999999994,0
WG,2014-07-23,Lower Photic,9.011,10,6.883,10,2.1279999999999992,0
WG,2014-07-23,Deep,7.875704868617739,45,2.615383134582534,45,5.260321734035205,0
WG,2014-08-13,Surface,9.010000000000002,10,7.465999999999999,10,1.5440000000000023,0
WG,2014-08-13,Mid-Depth,9.010000000000002,10,7.456999999999999,10,1.5530000000000026,0
WG,2014-08-13,Lower Photic,9.010000000000002,10,7.116999999999999,10,1.8930000000000025,0
WG,2014-08-13,Deep,8.902087058149116,45,2.6911506924204494,45,6.210936365728666,0
WG,2014-09-09,Surface,10.039200000000005,10,8.127,10,1.912200000000004,0
WG,2014-09-09,Mid-Depth,7.122800000000001,10,8.113,10,-0.9901999999999989,0
WG,2014-09-09,Lower Photic,10.57,10,7.925999999999999,10,2.644000000000001,0
WG,2014-09-09,Deep,7.529936933692044,45,2.5741568774711188,45,4.9557800562209255,0
WG,2014-09-25,Surface,8.281307692307692,10,8.037,10,0.24430769230769123,0
WG,2014-09-25,Mid-Depth,8.491153846153846,10,8.021,10,0.4701538461538455,0
WG,2014-09-25,Lower Photic,8.689538461538461,10,7.515000000000001,10,1.1745384615384609,0
WG,2014-09-25,Deep,7.694318509403456,45,2.350039844208845,45,5.3442786651946115,0
WG,2014-10-08,Surface,11.499,10,8.287,10,3.2119999999999997,0
WG,2014-10-08,Mid-Depth,9.955,10,8.508,10,1.447000000000001,0
WG,2014-10-08,Lower Photic,8.588000000000001,10,7.700999999999999,10,0.8870000000000022,0
WG,2014-10-08,Deep,7.325526672543575,45,2.5997313713079784,45,4.725795301235596,0
WG,2014-11-12,Surface,9.724,10,7.823,10,1.9009999999999998,0
WG,2014-11-12,Mid-Depth,10.7235,10,7.842,10,2.8815,0
WG,2014-11-12,Lower Photic,11.148,10,7.546000000000001,10,3.6019999999999985,0
WG,2014-11-12,Deep,9.737148636665545,45,2.7737503865633046,45,6.96339825010224,0
WG,2014-12-09,Surface,8.644000000000002,10,6.504,10,2.1400000000000023,0
WG,2014-12-09,Mid-Depth,8.669999999999998,10,6.491000000000001,10,2.1789999999999967,0
WG,2014-12-09,Lower Photic,8.652000000000001,10,6.505,10,2.147000000000001,0
WG,2014-12-09,Deep,8.14753162178453,45,3.573994809202466,45,4.573536812582065,0
WG,2015-01-14,Surface,8.416,10,7.184898563205289,10,1.2311014367947113,0
WG,2015-01-14,Mid-Depth,8.35,10,7.082475594054652,10,1.2675244059453474,0
WG,2015-01-14,Lower Photic,8.384,10,6.251431764777943,10,2.132568235222057,0
WG,2015-01-14,Deep,8.157648109577776,45,2.80900972881628,45,5.348638380761496,0
WG,2015-02-11,Surface,8.443000000000001,10,5.813,10,2.6300000000000017,0
WG,2015-02-11,Mid-Depth,8.389,10,5.805999999999999,10,2.583,0
WG,2015-02-11,Lower Photic,8.224,10,5.851999999999999,10,2.3720000000000008,0
WG,2015-02-11,Deep,7.992262296702722,45,5.159681192016532,45,2.8325811046861897,0
WG,2015-03-11,Surface,8.743999999999998,10,7.055,10,1.6889999999999983,0
WG,2015-03-11,Mid-Depth,8.719000000000001,10,7.115,10,1.604000000000001,0
WG,2015-03-11,Lower Photic,8.611,10,6.666,10,1.9450000000000003,0
WG,2015-03-11,Deep,8.356454300423463,45,4.137544514886158,45,4.2189097855373054,0
WG,2015-04-14,Surface,8.741,10,7.193,10,1.548,0
WG,2015-04-14,Mid-Depth,8.715,10,7.2010000000000005,10,1.5139999999999993,0
WG,2015-04-14,Lower Photic,8.599,10,6.814,10,1.7850000000000001,0
WG,2015-04-14,Deep,8.231232220881397,45,3.540798923380489,45,4.690433297500908,0
WG,2015-05-05,Surface,8.746,10,7.248,10,1.4980000000000002,0
WG,2015-05-05,Mid-Depth,8.693000000000001,10,7.286,10,1.4070000000000018,0
WG,2015-05-05,Lower Photic,8.535,10,7.078000000000001,10,1.456999999999999,0
WG,2015-05-05,Deep,8.159231610244767,45,3.444313396923372,45,4.714918213321395,0
WG,2015-06-09,Surface,8.969999999999999,10,7.432,10,1.5379999999999985,0
WG,2015-06-09,Mid-Depth,8.943999999999999,10,7.446000000000001,10,1.4979999999999984,0
WG,2015-06-09,Lower Photic,8.74,10,7.061,10,1.6790000000000003,0
WG,2015-06-09,Deep,8.25130657389047,45,3.2864336469548365,45,4.964872926935634,0
WG,2015-07-15,Surface,8.762,10,7.235000000000001,10,1.5269999999999992,0
WG,2015-07-15,Mid-Depth,8.721,10,7.295999999999999,10,1.4250000000000007,0
WG,2015-07-15,Lower Photic,8.663,10,7.296000000000001,10,1.366999999999999,0
WG,2015-07-15,Deep,8.011275892989927,45,3.40715654817002,45,4.604119344819907,0
WG,2015-08-11,Surface,8.914,10,7.868,10,1.0459999999999994,0
WG,2015-08-11,Mid-Depth,8.861999999999998,10,7.892999999999999,10,0.9689999999999994,0
WG,2015-08-11,Lower Photic,8.734,10,7.152000000000001,10,1.581999999999999,0
WG,2015-08-11,Deep,8.065812444586166,45,3.0035521340275584,45,5.062260310558608,0
WG,2015-09-09,Surface,8.883,10,8.043000000000001,10,0.8399999999999981,0
WG,2015-09-09,Mid-Depth,8.708,10,8.013,10,0.6950000000000003,0
WG,2015-09-09,Lower Photic,8.674,10,7.011,10,1.6629999999999994,0
WG,2015-09-09,Deep,8.124810078224709,45,2.88554513046786,45,5.2392649477568485,0
WG,2015-10-07,Surface,8.031,10,8.155,10,-0.12399999999999878,0
WG,2015-10-07,Mid-Depth,8.064,10,8.202,10,-0.1379999999999999,0
WG,2015-10-07,Lower Photic,8.134,10,7.619999999999999,10,0.5140000000000011,0
WG,2015-10-07,Deep,7.752111364558914,45,2.9564852499559087,45,4.795626114603005,0
WG,2015-11-12,Surface,8.979,10,7.353,10,1.6259999999999994,0
WG,2015-11-12,Mid-Depth,8.963000000000001,10,7.214000000000001,10,1.7489999999999997,0
WG,2015-11-12,Lower Photic,8.851999999999999,10,6.452,10,2.3999999999999986,0
WG,2015-11-12,Deep,7.9835309123545235,45,2.97635391844722,45,5.007176993907303,0
WG,2015-12-08,Surface,8.649000000000001,10,7.023999999999999,10,1.6250000000000018,0
WG,2015-12-08,Mid-Depth,8.61,10,7.011,10,1.5989999999999993,0
WG,2015-12-08,Lower Photic,8.593,10,7.037999999999999,10,1.5550000000000006,0
WG,2015-12-08,Deep,8.177683673559653,45,3.6915554230601457,45,4.486128250499506,0
WG,2016-01-20,Surface,7.892,10,7.129,10,0.7630000000000008,0
WG,2016-01-20,Mid-Depth,7.796000000000001,10,7.117,10,0.6790000000000012,0
WG,2016-01-20,Lower Photic,7.763,10,7.133000000000001,10,0.629999999999999,0
WG,2016-01-20,Deep,7.568505769839381,45,4.26508312041354,45,3.3034226494258405,0
WG,2016-02-17,Surface,8.695000000000002,10,7.290999999999999,10,1.4040000000000035,0
WG,2016-02-17,Mid-Depth,8.651,10,7.078999999999999,10,1.572000000000001,0
WG,2016-02-17,Lower Photic,8.602,10,6.488,10,2.114,0
WG,2016-02-17,Deep,8.260602891958476,45,3.954408610005226,45,4.30619428195325,0
WG,2016-03-01,Surface,8.654,10,7.296000000000001,10,1.3579999999999988,0
WG,2016-03-01,Mid-Depth,8.646,10,7.284000000000001,10,1.362,0
WG,2016-03-01,Lower Photic,8.597,10,7.174000000000001,10,1.4229999999999983,0
WG,2016-03-01,Deep,8.310761638505076,45,4.104223243943876,45,4.2065383945612,0
WG,2016-03-09,Surface,8.619,10,8.397,10,0.22199999999999953,0
WG,2016-03-09,Mid-Depth,8.573,10,8.354000000000001,10,0.21899999999999942,0
WG,2016-03-09,Lower Photic,8.419,10,7.125,10,1.2940000000000005,0
WG,2016-03-09,Deep,8.220242137916525,45,3.9224031091188913,45,4.297839028797634,0
WG,2016-04-13,Surface,8.483,10,8.291,10,0.19200000000000017,0
WG,2016-04-13,Mid-Depth,8.293999999999999,10,7.923,10,0.37099999999999866,0
WG,2016-04-13,Lower Photic,8.255,10,6.867,10,1.3880000000000008,0
WG,2016-04-13,Deep,8.061189242202824,45,3.416449836658369,45,4.644739405544454,0
WG,2016-05-18,Surface,8.836000000000002,10,7.926,10,0.9100000000000019,0
WG,2016-05-18,Mid-Depth,8.791000000000002,10,7.987999999999999,10,0.8030000000000035,0
WG,2016-05-18,Lower Photic,8.478,10,5.951,10,2.527,0
WG,2016-05-18,Deep,8.147096324798715,45,2.939113036801153,45,5.207983287997562,0
WG,2016-06-15,Surface,8.658,10,8.029,10,0.6289999999999996,0
WG,2016-06-15,Mid-Depth,8.628000000000002,10,8.100999999999999,10,0.5270000000000028,0
WG,2016-06-15,Lower Photic,8.293999999999999,10,5.329,10,2.964999999999999,0
WG,2016-06-15,Deep,7.811958341833282,45,2.43367157469024,45,5.378286767143042,0
WG,2016-07-13,Surface,8.739,10,7.574,10,1.165000000000001,0
WG,2016-07-13,Mid-Depth,8.734,10,7.622,10,1.112,0
WG,2016-07-13,Lower Photic,8.542000000000002,10,6.692,10,1.8500000000000014,0
WG,2016-07-13,Deep,8.063826394843245,45,2.422249432562137,45,5.641576962281108,0
WG,2016-08-10,Surface,8.600999999999999,10,7.711,10,0.8899999999999988,0
WG,2016-08-10,Mid-Depth,8.572,10,7.825,10,0.746999999999999,0
WG,2016-08-10,Lower Photic,8.516,10,7.283000000000001,10,1.2329999999999988,0
WG,2016-08-10,Deep,7.913930807605811,45,2.067809886783308,45,5.846120920822504,0
WG,2016-09-07,Surface,9.952,10,7.727000000000001,10,2.2249999999999988,0
WG,2016-09-07,Mid-Depth,9.898,10,7.758000000000001,10,2.139999999999999,0
WG,2016-09-07,Lower Photic,9.791,10,7.222999999999999,10,2.5680000000000014,0
WG,2016-09-07,Deep,9.09770137427094,45,1.9527194392469147,45,7.144981935024026,0
WG,2016-10-12,Surface,9.041,10,7.313999999999998,10,1.727000000000002,0
WG,2016-10-12,Mid-Depth,9.063,10,7.406000000000001,10,1.657,0
WG,2016-10-12,Lower Photic,8.992,10,7.404999999999999,10,1.5870000000000015,0
WG,2016-10-12,Deep,8.220489860624285,45,1.8628272616662207,45,6.357662598958065,0
WG,2016-11-09,Surface,9.072,10,7.395,10,1.6769999999999996,0
WG,2016-11-09,Mid-Depth,9.029,10,7.434,10,1.5949999999999998,0
WG,2016-11-09,Lower Photic,8.997,10,7.448,10,1.5489999999999995,0
WG,2016-11-09,Deep,8.380105350138287,45,2.776007760542305,45,5.604097589595982,0
WG,2016-12-05,Surface,8.457000000000003,10,7.927000000000001,10,0.5300000000000011,0
WG,2016-12-05,Mid-Depth,8.441999999999998,10,7.947,10,0.49499999999999833,0
WG,2016-12-05,Lower Photic,8.413,10,7.702,10,0.7110000000000003,0
WG,2016-12-05,Deep,7.980349693056208,45,3.284234263529197,45,4.696115429527012,0
WG,2017-02-08,Surface,8.314999999999998,10,6.5840000000000005,10,1.7309999999999972,0
WG,2017-02-08,Mid-Depth,8.302000000000001,10,6.605,10,1.697000000000001,0
WG,2017-02-08,Lower Photic,8.284,10,6.51,10,1.774000000000001,0
WG,2017-02-08,Deep,8.053009625070993,45,3.870066159198625,45,4.182943465872368,0
WG,2017-03-14,Surface,8.35,10,7.534999999999999,10,0.8150000000000004,0
WG,2017-03-14,Mid-Depth,8.325,10,7.409000000000001,10,0.9159999999999986,0
WG,2017-03-14,Lower Photic,8.298999999999998,10,6.928,10,1.3709999999999978,0
WG,2017-03-14,Deep,8.078964703731744,45,4.1038837061682205,45,3.9750809975635235,0
WG,2017-04-19,Surface,8.294,10,7.640000000000001,10,0.6539999999999999,0
WG,2017-04-19,Mid-Depth,8.244,10,7.688000000000001,10,0.5559999999999992,0
WG,2017-04-19,Lower Photic,8.159,10,7.659000000000001,10,0.5,0
WG,2017-04-19,Deep,7.89693530256533,45,4.005125161967508,45,3.891810140597822,0
WG,2017-05-17,Surface,7.968999999999999,10,7.218000000000001,10,0.7509999999999986,0
WG,2017-05-17,Mid-Depth,8.081,10,7.387,10,0.694,0
WG,2017-05-17,Lower Photic,7.923999999999999,10,6.93,10,0.9939999999999989,0
WG,2017-05-17,Deep,7.68082684043758,45,3.2942358236224254,45,4.386591016815155,0
WG,2017-06-21,Surface,8.328999999999999,10,6.728,10,1.600999999999999,0
WG,2017-06-21,Mid-Depth,8.39,10,6.7780000000000005,10,1.612,0
WG,2017-06-21,Lower Photic,8.147,10,6.132000000000001,10,2.0149999999999997,0
WG,2017-06-21,Deep,7.848329602060212,45,2.7936195994954023,45,5.05471000256481,0
WG,2017-07-12,Surface,8.427000000000001,10,8.475999999999999,10,-0.04899999999999771,0
WG,2017-07-12,Mid-Depth,8.402,10,7.417,10,0.9849999999999994,0
WG,2017-07-12,Lower Photic,8.136,10,4.893999999999999,10,3.242,0
WG,2017-07-12,Deep,7.866394437734537,45,2.36902111348946,45,5.497373324245077,0
WG,2017-08-09,Surface,9.272000000000002,10,8.225,10,1.0470000000000024,0
WG,2017-08-09,Mid-Depth,9.205000000000002,10,8.296000000000001,10,0.9090000000000007,0
WG,2017-08-09,Lower Photic,8.992,10,6.854000000000001,10,2.138,0
WG,2017-08-09,Deep,8.413576564329915,45,2.6370925982832607,45,5.776483966046655,0
WG,2017-09-13,Surface,10.289,10,7.242,10,3.0469999999999997,0
WG,2017-09-13,Mid-Depth,10.132,10,6.539999999999999,10,3.5920000000000005,0
WG,2017-09-13,Lower Photic,9.663,10,2.9880000000000004,10,6.675,0
WG,2017-09-13,Deep,9.28731302409603,45,1.8973159213753883,45,7.389997102720641,0
WG,2017-10-13,Surface,9.133,10,6.087,10,3.0459999999999994,0
WG,2017-10-13,Mid-Depth,9.152,10,6.107,10,3.044999999999999,0
WG,2017-10-13,Lower Photic,9.033,10,5.852,10,3.180999999999999,0
WG,2017-10-13,Deep,8.155194510341406,45,1.7358883392404572,45,6.419306171100949,0
WG,2017-11-08,Surface,8.958,10,7.526000000000001,10,1.4319999999999995,0
WG,2017-11-08,Mid-Depth,8.953000000000001,10,7.536999999999999,10,1.4160000000000021,0
WG,2017-11-08,Lower Photic,8.925999999999998,10,7.383,10,1.5429999999999984,0
