location,date,depth_group,value_temp,measurement_count_temp,value_chlorophyll_a,measurement_count_chlorophyll_a,value_difference,measurement_count_difference
SA,2021-09-07,Lower Photic,22.79920547149565,10,1.9642999607810665,10,20.834905510714584,0
SA,2021-09-07,Deep,21.09516175265877,22,0.8029104902900793,22,20.29225126236869,0
SA,2021-10-12,Surface,23.91843202366131,10,2.2831870613484093,10,21.6352449623129,0
SA,2021-10-12,Mid-Depth,23.668386636279827,10,3.435739649174888,10,20.23264698710494,0
SA,2021-10-12,Lower Photic,22.88367298621655,10,3.033711633551812,10,19.849961352664735,0
SA,2021-10-12,Deep,21.171577356621206,22,1.005565281935492,22,20.166012074685714,0
SA,2021-11-09,Surface,23.21460974665881,10,6.724386148914741,10,16.49022359774407,0
SA,2021-11-09,Mid-Depth,23.14459473654102,10,6.922864117636583,10,16.221730618904438,0
SA,2021-11-09,Lower Photic,23.11274069543379,10,7.576431292041479,10,15.536309403392309,0
SA,2021-11-09,Deep,21.287797147488224,22,1.781399917308913,22,19.50639723017931,0
SA,2021-12-07,Surface,21.73407955308554,10,2.641214477956673,10,19.092865075128866,0
SA,2021-12-07,Mid-Depth,21.61226953339574,10,9.911594147264548,10,11.700675386131191,0
SA,2021-12-07,Lower Photic,21.513934535556366,10,10.512919168230578,10,11.001015367325788,0
SA,2021-12-07,Deep,21.414312478631164,22,10.562075618471551,22,10.852236860159612,0
SA,2022-01-18,Surface,20.979447418688785,10,2.2163984570731463,10,18.763048961615638,0
SA,2022-01-18,Mid-Depth,20.9261216310288,10,3.138322615816378,10,17.78779901521242,0
SA,2022-01-18,Lower Photic,20.82401081396794,10,1.7963386969273931,10,19.02767211704055,0
SA,2022-01-18,Deep,20.752829789988457,22,1.1237837981434673,22,19.62904599184499,0
SA,2022-02-08,Surface,20.89531004891047,10,2.453386320778011,10,18.44192372813246,0
SA,2022-02-08,Mid-Depth,20.81919509627165,10,3.314302604154453,10,17.504892492117197,0
SA,2022-02-08,Lower Photic,20.7386000697548,10,3.239614030849335,10,17.498986038905464,0
SA,2022-02-08,Deep,20.6892353408594,22,5.486336593476789,22,15.202898747382612,0
SA,2022-03-08,Surface,20.79481648245192,10,2.6162426965416765,10,18.178573785910245,0
SA,2022-03-08,Mid-Depth,20.62708532308785,10,1.5452258786716278,10,19.081859444416224,0
SA,2022-03-08,Lower Photic,20.56657232825661,10,0.9617299746672392,10,19.60484235358937,0
SA,2022-03-08,Deep,20.484888386366865,22,0.6854367042037385,22,19.799451682163127,0
SA,2022-04-05,Surface,22.04143080555235,10,2.121317361000498,10,19.920113444551852,0
SA,2022-04-05,Mid-Depth,21.45218521634355,10,3.374976476268614,10,18.077208740074937,0
SA,2022-04-05,Lower Photic,21.12027963243515,10,3.016243492385115,10,18.104036140050034,0
SA,2022-04-05,Deep,20.789974039058368,22,1.2005827586212112,22,19.589391280437155,0
SA,2022-05-10,Surface,23.60113244295531,10,1.6944912085333192,10,21.906641234421993,0
SA,2022-05-10,Mid-Depth,22.990012113870712,10,1.9768739645495144,10,21.013138149321197,0
SA,2022-05-10,Lower Photic,21.91127491570488,10,1.23525769201575,10,20.67601722368913,0
SA,2022-05-10,Deep,20.899117134833773,22,0.7760748881748835,22,20.12304224665889,0
SA,2022-06-14,Surface,23.1490580841854,10,1.905614482951934,10,21.243443601233466,0
SA,2022-06-14,Mid-Depth,22.89423499131033,10,2.278477970304554,10,20.615757021005777,0
SA,2022-06-14,Lower Photic,21.93445781238029,10,1.6857007868516607,10,20.24875702552863,0
SA,2022-06-14,Deep,20.880725246295256,22,0.7053515291199955,22,20.175373717175262,0
SA,2022-07-12,Surface,23.14589007774057,10,1.6120014293767828,10,21.53388864836379,0
SA,2022-07-12,Mid-Depth,22.96731487492772,10,1.7210961575625077,10,21.246218717365213,0
SA,2022-07-12,Lower Photic,22.409516453136284,10,1.3238522372597992,10,21.085664215876484,0
SA,2022-07-12,Deep,20.94544761634553,22,0.7556088969290582,22,20.18983871941647,0
SA,2022-08-09,Surface,23.15486612914331,10,1.895803955199936,10,21.259062173943377,0
SA,2022-08-09,Mid-Depth,23.13345573819465,10,2.341983318756034,10,20.79147241943862,0
SA,2022-08-09,Lower Photic,22.89073174473745,10,1.9444940429471007,10,20.946237701790352,0
SA,2022-08-09,Deep,20.96581485429999,22,0.8056821583423536,22,20.160132695957635,0
SA,2022-09-06,Surface,23.603896433486472,10,1.7484837194527705,10,21.8554127140337,0
SA,2022-09-06,Mid-Depth,23.36575426807469,10,2.39621966478001,10,20.96953460329468,0
SA,2022-09-06,Lower Photic,22.87928640486259,10,1.68256562558602,10,21.19672077927657,0
SA,2022-09-06,Deep,21.090495369490505,22,0.8759825709596616,22,20.214512798530844,0
SA,2022-10-18,Surface,22.987001608477613,10,2.969971890203756,10,20.017029718273857,0
SA,2022-10-18,Mid-Depth,22.85825357348567,10,3.222131053960535,10,19.636122519525134,0
SA,2022-10-18,Lower Photic,22.73009417710439,10,2.4105471362593667,10,20.319547040845023,0
SA,2022-10-18,Deep,21.15101931072091,22,0.9360959267012132,22,20.214923384019695,0
SA,2022-11-08,Surface,23.029686201586152,10,2.414392746325345,10,20.615293455260808,0
SA,2022-11-08,Mid-Depth,22.919283037309192,10,2.4535756107629467,10,20.465707426546246,0
SA,2022-11-08,Lower Photic,22.7356576244023,10,1.246891412580723,10,21.488766211821577,0
SA,2022-11-08,Deep,21.25323473593189,22,0.7893843701777944,22,20.463850365754094,0
SA,2022-12-06,Surface,21.72060968170988,10,1.9539234963213872,10,19.766686185388494,0
SA,2022-12-06,Mid-Depth,21.672852444521887,10,2.529173662209488,10,19.1436787823124,0
SA,2022-12-06,Lower Photic,21.64657819269556,10,2.484127328541512,10,19.16245086415405,0
SA,2022-12-06,Deep,21.51537942984412,22,2.147610476868824,22,19.367768952975297,0
SA,2023-01-17,Surface,20.938439566885123,10,2.404316625794236,10,18.534122941090885,0
SA,2023-01-17,Mid-Depth,20.85816685994233,10,2.718232118092353,10,18.139934741849977,0
SA,2023-01-17,Lower Photic,20.768130396513307,10,2.31220518896788,10,18.455925207545427,0
SA,2023-01-17,Deep,20.70566967242512,22,1.9752669154085647,22,18.730402757016556,0
SA,2023-02-14,Surface,20.83061160114912,10,2.3199062616006096,10,18.510705339548508,0
SA,2023-02-14,Mid-Depth,20.66615562444602,10,6.854829328716238,10,13.811326295729781,0
SA,2023-02-14,Lower Photic,20.54856773758646,10,3.7852874642242407,10,16.76328027336222,0
SA,2023-02-14,Deep,20.49154892367017,22,3.5863131218412407,22,16.90523580182893,0
SA,2023-03-14,Surface,21.40490334748377,10,4.790844511402035,10,16.614058836081735,0
SA,2023-03-14,Mid-Depth,21.112834548673952,10,4.406903492829568,10,16.705931055844385,0
SA,2023-03-14,Lower Photic,20.77647796465125,10,5.662119385307709,10,15.114358579343541,0
SA,2023-03-14,Deep,20.61518950744179,22,1.8176542366738693,22,18.79753527076792,0
SA,2023-04-11,Surface,22.011858426280376,10,1.948239141152633,10,20.063619285127743,0
SA,2023-04-11,Mid-Depth,21.95857409551358,10,2.445948941068547,10,19.512625154445033,0
SA,2023-04-11,Lower Photic,21.72534656143653,10,2.1924950489307,10,19.532851512505832,0
SA,2023-04-11,Deep,20.723242603468865,22,0.9289392415448386,22,19.794303361924026,0
SA,2023-05-09,Surface,23.48376528140427,10,1.287146305094742,10,22.19661897630953,0
SA,2023-05-09,Mid-Depth,23.12381909326664,10,2.183762396904632,10,20.940056696362007,0
SA,2023-05-09,Lower Photic,22.20310464491324,10,2.0104486452127426,10,20.192655999700495,0
SA,2023-05-09,Deep,20.793855790424576,22,0.8991603702980665,22,19.89469542012651,0
SA,2023-06-13,Surface,24.40102551373953,10,1.6197320589932969,10,22.781293454746233,0
SA,2023-06-13,Mid-Depth,23.98260342734861,10,2.4272643983642053,10,21.555339028984406,0
SA,2023-06-13,Lower Photic,22.42845849279155,10,1.5064226635845548,10,20.922035829206994,0
SA,2023-06-13,Deep,20.842219013918942,22,0.7090555982602761,22,20.133163415658668,0
SA,2023-07-18,Surface,24.01553039797433,10,2.203525876881731,10,21.8120045210926,0
SA,2023-07-18,Mid-Depth,23.973309219520424,10,3.797017463644731,10,20.176291755875692,0
SA,2023-07-18,Lower Photic,23.476491696471648,10,7.086284393002543,10,16.390207303469104,0
SA,2023-07-18,Deep,20.906705594148463,22,0.7001472050460179,22,20.206558389102444,0
SA,2023-08-16,Surface,24.16439281920859,10,2.361199288178912,10,21.803193531029677,0
SA,2023-08-16,Mid-Depth,24.07372474505152,10,3.9462525344959736,10,20.12747221055555,0
SA,2023-08-16,Lower Photic,23.15871335337293,10,2.275367890812708,10,20.88334546256022,0
SA,2023-08-16,Deep,20.900620520799524,22,0.7657020131122931,22,20.13491850768723,0
SA,2023-09-05,Surface,24.183804766761263,10,2.0972118037039693,10,22.086592963057292,0
SA,2023-09-05,Mid-Depth,24.03944664692825,10,2.98808729728618,10,21.05135934964207,0
SA,2023-09-05,Lower Photic,23.1005337073431,10,1.453374013148505,10,21.647159694194595,0
SA,2023-09-05,Deep,21.00557364111044,22,0.6170083932587193,22,20.388565247851723,0
SA,2023-10-18,Surface,24.085130290989248,10,19.306422639294446,10,4.778707651694802,0
SA,2023-10-18,Mid-Depth,24.080549242520046,10,34.15525833877947,10,-10.074709096259422,0
SA,2023-10-18,Lower Photic,23.93011531465962,10,26.273881279252613,10,-2.3437659645929934,0
SA,2023-10-18,Deep,21.210566850422744,22,6.251747278202095,22,14.958819572220648,0
SA,2023-11-14,Surface,22.89817489598571,10,2.4456328520319497,10,20.452542043953763,0
SA,2023-11-14,Mid-Depth,22.7849497672902,10,6.76303936580126,10,16.021910401488938,0
SA,2023-11-14,Lower Photic,22.64763868728762,10,5.351732373047787,10,17.295906314239836,0
SA,2023-11-14,Deep,21.364073189646643,22,1.694841648371536,22,19.669231541275106,0
SA,2023-12-05,Surface,22.41830809054872,10,2.845376781807866,10,19.572931308740856,0
SA,2023-12-05,Mid-Depth,22.409414662221213,10,4.36372266057906,10,18.045692001642152,0
SA,2023-12-05,Lower Photic,22.3964662927465,10,4.407944066129266,10,17.988522226617235,0
SA,2023-12-05,Deep,21.52855896312328,22,2.9968597234713297,22,18.53169923965195,0
WG,2014-02-14,Surface,21.0925,10,1.944153389323876,10,19.148346610676125,0
WG,2014-02-14,Mid-Depth,20.53114285714286,10,2.4719841428370346,10,18.059158714305827,0
WG,2014-02-14,Lower Photic,20.49678571428571,10,2.588374497214089,10,17.90841121707162,0
WG,2014-02-14,Deep,20.385451515278223,45,0.901680296306186,45,19.483771218972038,0
WG,2014-02-19,Surface,20.7,10,4.042377,10,16.657623,0
WG,2014-02-19,Mid-Depth,20.695,10,4.672629550478225,10,16.022370449521773,0
WG,2014-02-19,Lower Photic,20.54475,10,3.527164022249724,10,17.017585977750276,0
WG,2014-02-19,Deep,20.386923459901304,45,1.4516945030520645,45,18.93522895684924,0
WG,2014-03-26,Surface,22.39,10,2.8564000000000003,10,19.5336,0
WG,2014-03-26,Mid-Depth,22.160000000000004,10,0.9003333333333334,10,21.25966666666667,0
WG,2014-03-26,Lower Photic,21.21,10,1.811525933810591,10,19.39847406618941,0
WG,2014-03-26,Deep,20.46064777955452,45,0.9631665718843716,45,19.49748120767015,0
WG,2014-04-23,Surface,22.37842684241384,10,0.550778,10,21.82764884241384,0
WG,2014-04-23,Mid-Depth,22.245,10,0.7449999999999999,10,21.5,0
WG,2014-04-23,Lower Photic,22.06,10,0.8109999999999999,10,21.249,0
WG,2014-04-23,Deep,20.55157659040656,45,0.4356311534713738,45,20.11594543693519,0
WG,2014-04-27,Surface,22.720068279303987,10,0.7350349766823602,10,21.985033302621627,0
WG,2014-04-27,Mid-Depth,22.615,10,0.947,10,21.668,0
WG,2014-04-27,Lower Photic,21.985,10,1.074,10,20.910999999999998,0
WG,2014-04-27,Deep,20.55356467286104,45,0.4957026678246303,45,20.05786200503641,0
WG,2014-06-25,Surface,23.677,10,0.359,10,23.317999999999998,0
WG,2014-06-25,Mid-Depth,23.541,10,0.5690000000000001,10,22.972,0
WG,2014-06-25,Lower Photic,22.855,10,0.7990000000000002,10,22.056,0
WG,2014-06-25,Deep,20.646584343974386,45,0.2317278857147314,45,20.414856458259653,0
WG,2014-07-23,Surface,23.242,10,0.5650000000000001,10,22.677,0
WG,2014-07-23,Mid-Depth,23.255000000000003,10,0.712,10,22.543000000000003,0
WG,2014-07-23,Lower Photic,23.135,10,0.7150000000000001,10,22.42,0
WG,2014-07-23,Deep,20.727665051697905,45,0.3332820293447375,45,20.394383022353168,0
WG,2014-08-13,Surface,23.385,10,0.474,10,22.911,0
WG,2014-08-13,Mid-Depth,23.197,10,1.048,10,22.149,0
WG,2014-08-13,Lower Photic,22.877,10,1.269,10,21.608,0
WG,2014-08-13,Deep,20.800260386416195,45,0.4160724588146356,45,20.38418792760156,0
WG,2014-09-09,Surface,23.437,10,1.1949999999999998,10,22.242,0
WG,2014-09-09,Mid-Depth,23.382,10,2.1220000000000003,10,21.26,0
WG,2014-09-09,Lower Photic,23.177,10,2.216,10,20.961,0
WG,2014-09-09,Deep,20.797278106812985,45,0.4492845537040588,45,20.347993553108928,0
WG,2014-09-25,Surface,23.57,10,1.585,10,21.985,0
WG,2014-09-25,Mid-Depth,23.416,10,2.908333333333333,10,20.507666666666665,0
WG,2014-09-25,Lower Photic,23.129,10,2.6536666666666666,10,20.475333333333335,0
WG,2014-09-25,Deep,20.831864766622623,45,0.3839018416072064,45,20.447962925015418,0
WG,2014-10-08,Surface,23.695,10,2.211,10,21.484,0
WG,2014-10-08,Mid-Depth,23.626,10,3.1979999999999995,10,20.428,0
WG,2014-10-08,Lower Photic,23.095,10,3.3862499999999995,10,19.70875,0
WG,2014-10-08,Deep,20.859253915239066,45,0.3836843924655801,45,20.475569522773487,0
WG,2014-11-12,Surface,22.408,10,1.8090000000000004,10,20.599,0
WG,2014-11-12,Mid-Depth,22.394,10,2.3025,10,20.091499999999996,0
WG,2014-11-12,Lower Photic,22.319,10,2.907,10,19.412,0
WG,2014-11-12,Deep,20.88588826848705,45,0.5591865751662317,45,20.326701693320818,0
WG,2014-12-09,Surface,21.078,10,2.5695,10,18.508499999999998,0
WG,2014-12-09,Mid-Depth,21.081,10,3.0355000000000003,10,18.0455,0
WG,2014-12-09,Lower Photic,21.081,10,3.382,10,17.698999999999998,0
WG,2014-12-09,Deep,20.70073574346136,45,1.8415138956917767,45,18.859221847769586,0
WG,2015-01-14,Surface,20.418,10,1.963,10,18.455,0
WG,2015-01-14,Mid-Depth,20.420000000000005,10,2.337,10,18.083000000000006,0
WG,2015-01-14,Lower Photic,20.419000000000004,10,2.437,10,17.982000000000003,0
WG,2015-01-14,Deep,20.39370549971461,45,1.7611627563433476,45,18.63254274337126,0
WG,2015-02-11,Surface,20.708,10,5.936,10,14.771999999999998,0
WG,2015-02-11,Mid-Depth,20.678,10,6.584999999999999,10,14.093000000000002,0
WG,2015-02-11,Lower Photic,20.449,10,4.25,10,16.199,0
WG,2015-02-11,Deep,20.3200354422918,45,0.9325759620141612,45,19.387459480277638,0
WG,2015-03-11,Surface,20.869,10,1.928,10,18.941,0
WG,2015-03-11,Mid-Depth,20.833,10,3.211,10,17.622,0
WG,2015-03-11,Lower Photic,20.547000000000004,10,5.943999999999999,10,14.603000000000005,0
WG,2015-03-11,Deep,20.328823322750207,45,2.3650753012691674,45,17.963748021481038,0
WG,2015-04-14,Surface,22.204,10,0.29,10,21.914,0
WG,2015-04-14,Mid-Depth,21.905,10,0.642,10,21.263,0
WG,2015-04-14,Lower Photic,21.214,10,0.8020000000000002,10,20.412,0
WG,2015-04-14,Deep,20.41555889139692,45,0.4519634340560416,45,19.96359545734088,0
WG,2015-05-05,Surface,23.315,10,0.535,10,22.78,0
WG,2015-05-05,Mid-Depth,23.281,10,0.729,10,22.552,0
WG,2015-05-05,Lower Photic,21.69,10,0.953,10,20.737000000000002,0
WG,2015-05-05,Deep,20.40734929105715,45,0.5010047625250149,45,19.906344528532138,0
WG,2015-06-09,Surface,24.026,10,0.298,10,23.728,0
WG,2015-06-09,Mid-Depth,23.943,10,0.501,10,23.442,0
WG,2015-06-09,Lower Photic,22.25,10,0.679,10,21.571,0
WG,2015-06-09,Deep,20.548126686833488,45,0.3696427386035553,45,20.178483948229932,0
WG,2015-07-15,Surface,23.028,10,0.445,10,22.583,0
WG,2015-07-15,Mid-Depth,22.979000000000003,10,0.631,10,22.348000000000003,0
WG,2015-07-15,Lower Photic,22.751,10,0.8959999999999999,10,21.855,0
WG,2015-07-15,Deep,20.585092881632324,45,0.6327553840148243,45,19.9523374976175,0
WG,2015-08-11,Surface,23.893,10,1.003,10,22.89,0
WG,2015-08-11,Mid-Depth,23.568,10,1.8060000000000005,10,21.762,0
WG,2015-08-11,Lower Photic,22.925,10,1.41,10,21.515,0
WG,2015-08-11,Deep,20.631675356735222,45,0.6273943704366671,45,20.004280986298554,0
WG,2015-09-09,Surface,23.821,10,2.314,10,21.507,0
WG,2015-09-09,Mid-Depth,23.777,10,2.8245,10,20.9525,0
WG,2015-09-09,Lower Photic,23.343,10,2.22,10,21.123,0
WG,2015-09-09,Deep,20.733739045137806,45,0.546814065770213,45,20.186924979367593,0
WG,2015-10-07,Surface,23.940000000000005,10,1.213,10,22.727000000000004,0
WG,2015-10-07,Mid-Depth,23.913,10,1.65,10,22.263,0
WG,2015-10-07,Lower Photic,23.531,10,1.412,10,22.119,0
WG,2015-10-07,Deep,20.69948825364345,45,0.3850400991848172,45,20.314448154458635,0
WG,2015-11-12,Surface,23.52,10,1.944153389323876,10,21.575846610676123,0
WG,2015-11-12,Mid-Depth,23.5,10,2.4719841428370346,10,21.028015857162966,0
WG,2015-11-12,Lower Photic,23.35,10,2.588374497214089,10,20.76162550278591,0
WG,2015-11-12,Deep,21.25009919144707,45,0.901680296306186,45,20.348418895140885,0
WG,2015-12-08,Surface,22.007,10,2.06,10,19.947000000000003,0
WG,2015-12-08,Mid-Depth,22.003000000000004,10,2.203,10,19.800000000000004,0
WG,2015-12-08,Lower Photic,22.0,10,2.2059999999999995,10,19.794,0
WG,2015-12-08,Deep,20.86639391022003,45,0.783985889091655,45,20.082408021128373,0
WG,2016-01-20,Surface,21.562,10,1.983,10,19.579,0
WG,2016-01-20,Mid-Depth,21.57,10,2.3775000000000004,10,19.1925,0
WG,2016-01-20,Lower Photic,21.568,10,2.313,10,19.255000000000003,0
WG,2016-01-20,Deep,20.85181776769048,45,0.9246655619711808,45,19.9271522057193,0
WG,2016-02-17,Surface,21.022,10,4.132,10,16.89,0
WG,2016-02-17,Mid-Depth,20.895,10,4.01,10,16.884999999999998,0
WG,2016-02-17,Lower Photic,20.81,10,3.0260000000000007,10,17.784,0
WG,2016-02-17,Deep,20.55390852686228,45,1.1050471340851606,45,19.44886139277712,0
WG,2016-03-01,Surface,20.904,10,3.272,10,17.632,0
WG,2016-03-01,Mid-Depth,20.893,10,3.859,10,17.034,0
WG,2016-03-01,Lower Photic,20.808,10,4.151999999999999,10,16.656,0
WG,2016-03-01,Deep,20.516244618647704,45,1.6082234408292664,45,18.908021177818437,0
WG,2016-03-09,Surface,21.564,10,3.144,10,18.42,0
WG,2016-03-09,Mid-Depth,21.328,10,3.881,10,17.447,0
WG,2016-03-09,Lower Photic,20.770000000000003,10,2.882,10,17.888,0
WG,2016-03-09,Deep,20.521270520103617,45,0.761570267324728,45,19.759700252778888,0
WG,2016-04-13,Surface,22.911,10,2.1990000000000003,10,20.712,0
WG,2016-04-13,Mid-Depth,22.320000000000004,10,2.568,10,19.752000000000002,0
WG,2016-04-13,Lower Photic,21.598000000000003,10,1.7860000000000005,10,19.812,0
WG,2016-04-13,Deep,20.548304927263395,45,0.3111164425025158,45,20.23718848476088,0
WG,2016-05-18,Surface,24.011000000000003,10,0.4519999999999999,10,23.559000000000005,0
WG,2016-05-18,Mid-Depth,23.713,10,0.74,10,22.973000000000003,0
WG,2016-05-18,Lower Photic,21.89,10,1.094,10,20.796,0
WG,2016-05-18,Deep,20.86343411741682,45,0.2165973930380898,45,20.64683672437873,0
WG,2016-06-15,Surface,24.142,10,0.558,10,23.584,0
WG,2016-06-15,Mid-Depth,24.129,10,0.8619999999999999,10,23.267000000000003,0
WG,2016-06-15,Lower Photic,22.161,10,1.362,10,20.799,0
WG,2016-06-15,Deep,20.657319960424218,45,0.4365163226973012,45,20.220803637726917,0
WG,2016-07-13,Surface,23.598,10,0.398,10,23.2,0
WG,2016-07-13,Mid-Depth,23.592,10,0.666,10,22.926,0
WG,2016-07-13,Lower Photic,22.776,10,0.8350000000000002,10,21.941,0
WG,2016-07-13,Deep,20.66531290406377,45,0.3448289733954831,45,20.32048393066829,0
WG,2016-08-10,Surface,23.807,10,0.374,10,23.433,0
WG,2016-08-10,Mid-Depth,23.477,10,0.8029999999999999,10,22.674,0
WG,2016-08-10,Lower Photic,23.065,10,1.066,10,21.999000000000002,0
WG,2016-08-10,Deep,20.6546131223021,45,0.3705419276219738,45,20.284071194680124,0
WG,2016-09-07,Surface,23.864,10,0.4269999999999999,10,23.437,0
WG,2016-09-07,Mid-Depth,23.788,10,0.777,10,23.011,0
WG,2016-09-07,Lower Photic,23.341,10,0.903,10,22.438000000000002,0
WG,2016-09-07,Deep,20.7476311339916,45,0.3004117716998265,45,20.447219362291772,0
WG,2016-10-12,Surface,23.35,10,0.626,10,22.724,0
WG,2016-10-12,Mid-Depth,23.35,10,0.771,10,22.579,0
WG,2016-10-12,Lower Photic,23.33,10,0.7610000000000001,10,22.569,0
WG,2016-10-12,Deep,20.77459180787249,45,0.2226968131055753,45,20.551894994766915,0
WG,2016-11-09,Surface,22.654,10,0.728,10,21.926,0
WG,2016-11-09,Mid-Depth,22.66,10,1.005,10,21.655,0
WG,2016-11-09,Lower Photic,22.658,10,1.03,10,21.628,0
WG,2016-11-09,Deep,20.991332353532165,45,0.3796225810644087,45,20.611709772467755,0
WG,2016-12-05,Surface,21.957,10,1.411,10,20.546,0
WG,2016-12-05,Mid-Depth,21.893,10,1.573,10,20.32,0
WG,2016-12-05,Lower Photic,21.741000000000003,10,2.066,10,19.675000000000004,0
WG,2016-12-05,Deep,20.867670588539912,45,0.7284236010372571,45,20.139246987502656,0
WG,2017-02-08,Surface,20.573999999999995,10,1.04,10,19.533999999999995,0
WG,2017-02-08,Mid-Depth,20.579999999999995,10,1.086,10,19.493999999999996,0
WG,2017-02-08,Lower Photic,20.543,10,1.122,10,19.421,0
WG,2017-02-08,Deep,20.378412483492628,45,0.7595556640045242,45,19.618856819488105,0
WG,2017-03-14,Surface,21.221,10,1.392,10,19.829,0
WG,2017-03-14,Mid-Depth,20.728,10,1.7719999999999998,10,18.956000000000003,0
WG,2017-03-14,Lower Photic,20.58300000000001,10,1.47,10,19.11300000000001,0
WG,2017-03-14,Deep,20.39916836043616,45,0.4835098369381793,45,19.91565852349798,0
WG,2017-04-19,Surface,21.732000000000003,10,0.324,10,21.408,0
WG,2017-04-19,Mid-Depth,21.722,10,0.3970000000000001,10,21.325000000000003,0
WG,2017-04-19,Lower Photic,21.28,10,0.483,10,20.797,0
WG,2017-04-19,Deep,20.43190367746892,45,0.3129139762174987,45,20.118989701251422,0
WG,2017-05-17,Surface,23.344,10,0.409,10,22.935000000000002,0
WG,2017-05-17,Mid-Depth,23.089,10,0.437,10,22.651999999999997,0
WG,2017-05-17,Lower Photic,21.799,10,0.4639999999999999,10,21.335,0
WG,2017-05-17,Deep,20.515759090701643,45,0.2837710988143557,45,20.231987991887287,0
WG,2017-06-21,Surface,23.293,10,0.614,10,22.679,0
WG,2017-06-21,Mid-Depth,23.281,10,0.993,10,22.288,0
WG,2017-06-21,Lower Photic,22.252,10,1.086,10,21.166,0
WG,2017-06-21,Deep,20.55363019677576,45,0.2364233252642592,45,20.3172068715115,0
WG,2017-07-12,Surface,23.679,10,0.5269999999999999,10,23.151999999999997,0
WG,2017-07-12,Mid-Depth,23.230000000000004,10,0.5810000000000001,10,22.649000000000004,0
WG,2017-07-12,Lower Photic,21.956,10,0.349,10,21.607,0
WG,2017-07-12,Deep,20.475992413497654,45,0.1123215485447774,45,20.363670864952876,0
WG,2017-08-09,Surface,23.582,10,0.674,10,22.908,0
WG,2017-08-09,Mid-Depth,23.544,10,0.826,10,22.718,0
WG,2017-08-09,Lower Photic,22.648000000000003,10,0.724,10,21.924000000000003,0
WG,2017-08-09,Deep,20.614991379013915,45,0.1689387625118906,45,20.446052616502026,0
WG,2017-09-13,Surface,23.941,10,0.974,10,22.967,0
WG,2017-09-13,Mid-Depth,23.791000000000004,10,0.907,10,22.884000000000004,0
WG,2017-09-13,Lower Photic,22.106,10,0.321,10,21.785,0
WG,2017-09-13,Deep,20.64096937762638,45,0.141343507403032,45,20.499625870223348,0
WG,2017-10-13,Surface,23.402,10,0.6060000000000001,10,22.796,0
WG,2017-10-13,Mid-Depth,23.346,10,0.795,10,22.551,0
WG,2017-10-13,Lower Photic,23.118,10,0.997,10,22.121,0
WG,2017-10-13,Deep,20.68150366509782,45,0.1619585185320686,45,20.519545146565754,0
WG,2017-11-08,Surface,22.931,10,1.108,10,21.823,0
WG,2017-11-08,Mid-Depth,22.934000000000005,10,1.5240000000000002,10,21.410000000000004,0
WG,2017-11-08,Lower Photic,22.892,10,1.939,10,20.953,0
WG,2017-11-08,Deep,20.74151295007791,45,0.4765128960960714,45,20.26500005398184,0
WG,2017-12-14,Surface,25.165,10,2.5860000000000003,10,22.579,0
WG,2017-12-14,Mid-Depth,25.263,10,3.075,10,22.188000000000002,0
WG,2017-12-14,Lower Photic,25.217,10,3.183,10,22.034,0
WG,2017-12-14,Deep,24.101474020553905,45,1.3690482812554048,45,22.7324257392985,0
WG,2018-01-11,Surface,20.50254019936034,10,5.3105531504883645,10,15.191987048871976,0
WG,2018-01-11,Mid-Depth,20.504818759554247,10,5.688240281690459,10,14.81657847786379,0
WG,2018-01-11,Lower Photic,20.50465872880245,10,5.618756277828416,10,14.885902450974035,0
WG,2018-01-11,Deep,20.43296965444189,45,3.262379761584616,45,17.170589892857276,0
WG,2018-02-07,Surface,20.28661874880616,10,4.505032748524064,10,15.781586000282095,0
WG,2018-02-07,Mid-Depth,20.28765811019393,10,6.801609533710748,10,13.486048576483183,0
WG,2018-02-07,Lower Photic,20.28665848666561,10,6.774494817250951,10,13.512163669414658,0
WG,2018-02-07,Deep,20.268329160062983,45,1.9401551652842828,45,18.3281739947787,0
WG,2018-02-28,Surface,20.72675696884076,10,3.3433090918648345,10,17.383447876975925,0
WG,2018-02-28,Mid-Depth,20.60376841660206,10,3.827637874618717,10,16.776130541983342,0
WG,2018-02-28,Lower Photic,20.33008088691096,10,2.512756729751,10,17.81732415715996,0
WG,2018-02-28,Deep,20.25406271636788,45,0.8571293293637292,45,19.39693338700415,0
WG,2018-03-15,Surface,20.93175281930091,10,5.679800016141051,10,15.25195280315986,0
WG,2018-03-15,Mid-Depth,20.85663568912817,10,6.897336470864007,10,13.959299218264162,0
WG,2018-03-15,Lower Photic,20.469731866080885,10,7.047080096739107,10,13.422651769341778,0
WG,2018-03-15,Deep,20.27582922368289,45,1.2404049460918871,45,19.035424277591005,0
WG,2018-04-12,Surface,21.741219438026043,10,1.382873583998196,10,20.358345854027846,0
WG,2018-04-12,Mid-Depth,21.44059728205266,10,1.7372469058779771,10,19.703350376174683,0
WG,2018-04-12,Lower Photic,20.73680172765109,10,1.8347205860627027,10,18.90208114158839,0
WG,2018-04-12,Deep,20.29534188816889,45,0.6445013628011164,45,19.650840525367773,0
WG,2018-05-16,Surface,22.92111457327196,10,1.370073318972941,10,21.55104125429902,0
WG,2018-05-16,Mid-Depth,22.57123302400964,10,1.771278344468671,10,20.799954679540967,0
