location,date,depth_group,value_chlorophyll_a,measurement_count_chlorophyll_a,value_dissolved_oxygen,measurement_count_dissolved_oxygen,value_difference,measurement_count_difference
SA,2021-05-11,Lower Photic,1.242262779172972,10,5.242440238605156,10,-4.000177459432185,0
SA,2021-05-11,Deep,0.8553736424131034,22,4.516082254801979,22,-3.6607086123888752,0
SA,2021-06-08,Surface,1.4064873979136563,10,7.473341919395383,10,-6.066854521481727,0
SA,2021-06-08,Mid-Depth,1.646038253879825,10,6.643858660921507,10,-4.997820407041681,0
SA,2021-06-08,Lower Photic,1.0445253021918233,10,4.871564203024917,10,-3.827038900833094,0
SA,2021-06-08,Deep,0.6542416872931283,22,3.6988415861505946,22,-3.0445998988574665,0
SA,2021-07-13,Surface,1.979374414218464,10,7.366769850491487,10,-5.387395436273023,0
SA,2021-07-13,Mid-Depth,2.15144023178227,10,7.26781289562161,10,-5.11637266383934,0
SA,2021-07-13,Lower Photic,1.811226891253419,10,4.731810765756382,10,-2.920583874502963,0
SA,2021-07-13,Deep,0.8171279017529915,22,3.224943007324073,22,-2.4078151055710815,0
SA,2021-08-10,Surface,1.1373086230110685,10,7.397959563881547,10,-6.2606509408704785,0
SA,2021-08-10,Mid-Depth,1.8477183907898271,10,7.219267880211079,10,-5.371549489421252,0
SA,2021-08-10,Lower Photic,1.5364102130384332,10,5.776673471054756,10,-4.240263258016323,0
SA,2021-08-10,Deep,0.7960928806108829,22,2.9804810481810544,22,-2.1843881675701713,0
SA,2021-09-07,Surface,1.6937075799950114,10,7.39953755783893,10,-5.705829977843919,0
SA,2021-09-07,Mid-Depth,2.9706514245300566,10,6.98071169073976,10,-4.010060266209703,0
SA,2021-09-07,Lower Photic,1.9642999607810665,10,5.491963716927402,10,-3.5276637561463353,0
SA,2021-09-07,Deep,0.8029104902900793,22,2.554726284313802,22,-1.7518157940237225,0
SA,2021-10-12,Surface,2.2831870613484093,10,7.477838734081319,10,-5.19465167273291,0
SA,2021-10-12,Mid-Depth,3.435739649174888,10,6.731880449009267,10,-3.2961407998343795,0
SA,2021-10-12,Lower Photic,3.033711633551812,10,5.086237004888838,10,-2.052525371337026,0
SA,2021-10-12,Deep,1.005565281935492,22,2.0086435714718567,22,-1.0030782895363646,0
SA,2021-11-09,Surface,6.724386148914741,10,6.992147713177356,10,-0.26776156426261544,0
SA,2021-11-09,Mid-Depth,6.922864117636583,10,6.819820424785695,10,0.10304369285088821,0
SA,2021-11-09,Lower Photic,7.576431292041479,10,6.56563934618063,10,1.0107919458608494,0
SA,2021-11-09,Deep,1.781399917308913,22,2.175244296653012,22,-0.3938443793440991,0
SA,2021-12-07,Surface,2.641214477956673,10,7.093130618294079,10,-4.451916140337406,0
SA,2021-12-07,Mid-Depth,9.911594147264548,10,6.820217239276522,10,3.0913769079880264,0
SA,2021-12-07,Lower Photic,10.512919168230578,10,6.344713050892549,10,4.168206117338029,0
SA,2021-12-07,Deep,10.562075618471551,22,6.07718680764306,22,4.484888810828491,0
SA,2022-01-18,Surface,2.2163984570731463,10,6.764687170344553,10,-4.548288713271407,0
SA,2022-01-18,Mid-Depth,3.138322615816378,10,6.604742297486278,10,-3.4664196816699,0
SA,2022-01-18,Lower Photic,1.7963386969273931,10,6.249096877853509,10,-4.452758180926116,0
SA,2022-01-18,Deep,1.1237837981434673,22,5.883061920984509,22,-4.7592781228410415,0
SA,2022-02-08,Surface,2.453386320778011,10,6.942781885177878,10,-4.489395564399867,0
SA,2022-02-08,Mid-Depth,3.314302604154453,10,6.64776085419341,10,-3.333458250038957,0
SA,2022-02-08,Lower Photic,3.239614030849335,10,6.372147057911205,10,-3.1325330270618696,0
SA,2022-02-08,Deep,5.486336593476789,22,6.3158806110530925,22,-0.8295440175763034,0
SA,2022-03-08,Surface,2.6162426965416765,10,7.546786116148387,10,-4.93054341960671,0
SA,2022-03-08,Mid-Depth,1.5452258786716278,10,6.732644118035337,10,-5.1874182393637085,0
SA,2022-03-08,Lower Photic,0.9617299746672392,10,6.36797529646119,10,-5.406245321793951,0
SA,2022-03-08,Deep,0.6854367042037385,22,6.251899915390921,22,-5.566463211187183,0
SA,2022-04-05,Surface,2.121317361000498,10,7.589467174910761,10,-5.468149813910264,0
SA,2022-04-05,Mid-Depth,3.374976476268614,10,6.902209286162797,10,-3.5272328098941825,0
SA,2022-04-05,Lower Photic,3.016243492385115,10,5.911869194747479,10,-2.8956257023623637,0
SA,2022-04-05,Deep,1.2005827586212112,22,4.725606697128234,22,-3.5250239385070232,0
SA,2022-05-10,Surface,1.6944912085333192,10,7.926953991101852,10,-6.232462782568533,0
SA,2022-05-10,Mid-Depth,1.9768739645495144,10,7.459754439966706,10,-5.482880475417192,0
SA,2022-05-10,Lower Photic,1.23525769201575,10,5.596262124239599,10,-4.361004432223849,0
SA,2022-05-10,Deep,0.7760748881748835,22,3.865950472175633,22,-3.0898755840007497,0
SA,2022-06-14,Surface,1.905614482951934,10,7.34256627063713,10,-5.436951787685196,0
SA,2022-06-14,Mid-Depth,2.278477970304554,10,7.173493454981623,10,-4.895015484677069,0
SA,2022-06-14,Lower Photic,1.6857007868516607,10,5.322572177901788,10,-3.6368713910501267,0
SA,2022-06-14,Deep,0.7053515291199955,22,3.2802743754507047,22,-2.574922846330709,0
SA,2022-07-12,Surface,1.6120014293767828,10,7.412561997881651,10,-5.800560568504869,0
SA,2022-07-12,Mid-Depth,1.7210961575625077,10,7.031974663445746,10,-5.310878505883238,0
SA,2022-07-12,Lower Photic,1.3238522372597992,10,5.8314303796369975,10,-4.507578142377199,0
SA,2022-07-12,Deep,0.7556088969290582,22,3.340157214465933,22,-2.584548317536875,0
SA,2022-08-09,Surface,1.895803955199936,10,7.091904845258664,10,-5.196100890058728,0
SA,2022-08-09,Mid-Depth,2.341983318756034,10,6.980453595553014,10,-4.63847027679698,0
SA,2022-08-09,Lower Photic,1.9444940429471007,10,6.521050695277928,10,-4.576556652330828,0
SA,2022-08-09,Deep,0.8056821583423536,22,2.7861259618171483,22,-1.9804438034747949,0
SA,2022-09-06,Surface,1.7484837194527705,10,7.589672919998956,10,-5.841189200546186,0
SA,2022-09-06,Mid-Depth,2.39621966478001,10,6.92949539092602,10,-4.53327572614601,0
SA,2022-09-06,Lower Photic,1.68256562558602,10,5.591720864450577,10,-3.9091552388645576,0
SA,2022-09-06,Deep,0.8759825709596616,22,2.225875877088453,22,-1.3498933061287912,0
SA,2022-10-18,Surface,2.969971890203756,10,7.282552036428839,10,-4.312580146225083,0
SA,2022-10-18,Mid-Depth,3.222131053960535,10,6.707720654825296,10,-3.4855896008647616,0
SA,2022-10-18,Lower Photic,2.4105471362593667,10,6.156961293095253,10,-3.746414156835886,0
SA,2022-10-18,Deep,0.9360959267012132,22,1.9839446313430635,22,-1.0478487046418503,0
SA,2022-11-08,Surface,2.414392746325345,10,7.074862200613351,10,-4.660469454288006,0
SA,2022-11-08,Mid-Depth,2.4535756107629467,10,6.478442007722579,10,-4.0248663969596326,0
SA,2022-11-08,Lower Photic,1.246891412580723,10,5.52424120370511,10,-4.2773497911243865,0
SA,2022-11-08,Deep,0.7893843701777944,22,1.8941342889468693,22,-1.104749918769075,0
SA,2022-12-06,Surface,1.9539234963213872,10,6.54163299661108,10,-4.587709500289693,0
SA,2022-12-06,Mid-Depth,2.529173662209488,10,6.353138514880082,10,-3.8239648526705943,0
SA,2022-12-06,Lower Photic,2.484127328541512,10,6.162844337694788,10,-3.678717009153276,0
SA,2022-12-06,Deep,2.147610476868824,22,5.7240522542889165,22,-3.5764417774200927,0
SA,2023-01-17,Surface,2.404316625794236,10,6.907896067201811,10,-4.503579441407576,0
SA,2023-01-17,Mid-Depth,2.718232118092353,10,6.583605761896966,10,-3.865373643804613,0
SA,2023-01-17,Lower Photic,2.31220518896788,10,6.450935396649359,10,-4.138730207681479,0
SA,2023-01-17,Deep,1.9752669154085647,22,6.24688365037101,22,-4.271616734962445,0
SA,2023-02-14,Surface,2.3199062616006096,10,6.587865040944055,10,-4.267958779343445,0
SA,2023-02-14,Mid-Depth,6.854829328716238,10,6.640716812312851,10,0.2141125164033868,0
SA,2023-02-14,Lower Photic,3.7852874642242407,10,6.584954458109034,10,-2.7996669938847933,0
SA,2023-02-14,Deep,3.5863131218412407,22,6.313545611616655,22,-2.727232489775414,0
SA,2023-03-14,Surface,4.790844511402035,10,7.7242253873154,10,-2.9333808759133646,0
SA,2023-03-14,Mid-Depth,4.406903492829568,10,7.04669398876103,10,-2.6397904959314618,0
SA,2023-03-14,Lower Photic,5.662119385307709,10,5.760694695987242,10,-0.09857531067953307,0
SA,2023-03-14,Deep,1.8176542366738693,22,4.711602938533858,22,-2.8939487018599888,0
SA,2023-04-11,Surface,1.948239141152633,10,7.129059060071837,10,-5.180819918919204,0
SA,2023-04-11,Mid-Depth,2.445948941068547,10,7.0028973388193005,10,-4.556948397750753,0
SA,2023-04-11,Lower Photic,2.1924950489307,10,6.5520906892089625,10,-4.359595640278263,0
SA,2023-04-11,Deep,0.9289392415448386,22,2.735482420143129,22,-1.8065431785982904,0
SA,2023-05-09,Surface,1.287146305094742,10,7.769248012441736,10,-6.4821017073469935,0
SA,2023-05-09,Mid-Depth,2.183762396904632,10,7.500319832688578,10,-5.316557435783945,0
SA,2023-05-09,Lower Photic,2.0104486452127426,10,5.916004637863358,10,-3.905555992650615,0
SA,2023-05-09,Deep,0.8991603702980665,22,3.153840854757973,22,-2.2546804844599064,0
SA,2023-06-13,Surface,1.6197320589932969,10,7.669910373224828,10,-6.05017831423153,0
SA,2023-06-13,Mid-Depth,2.4272643983642053,10,7.152626727731077,10,-4.725362329366872,0
SA,2023-06-13,Lower Photic,1.5064226635845548,10,4.562431190681585,10,-3.0560085270970303,0
SA,2023-06-13,Deep,0.7090555982602761,22,2.161629860069328,22,-1.4525742618090516,0
SA,2023-07-18,Surface,2.203525876881731,10,7.142385958833844,10,-4.938860081952113,0
SA,2023-07-18,Mid-Depth,3.797017463644731,10,7.04518731089036,10,-3.248169847245629,0
SA,2023-07-18,Lower Photic,7.086284393002543,10,6.405243296702759,10,0.6810410962997846,0
SA,2023-07-18,Deep,0.7001472050460179,22,1.218818521264825,22,-0.5186713162188071,0
SA,2023-08-16,Surface,2.361199288178912,10,7.316590430940272,10,-4.95539114276136,0
SA,2023-08-16,Mid-Depth,3.9462525344959736,10,7.067036678473192,10,-3.1207841439772186,0
SA,2023-08-16,Lower Photic,2.275367890812708,10,5.068397557191462,10,-2.7930296663787537,0
SA,2023-08-16,Deep,0.7657020131122931,22,1.5685345133896822,22,-0.8028325002773891,0
SA,2023-09-05,Surface,2.0972118037039693,10,7.451776143362052,10,-5.354564339658083,0
SA,2023-09-05,Mid-Depth,2.98808729728618,10,6.989184524926147,10,-4.001097227639967,0
SA,2023-09-05,Lower Photic,1.453374013148505,10,4.555586862796679,10,-3.1022128496481747,0
SA,2023-09-05,Deep,0.6170083932587193,22,1.307332926511071,22,-0.6903245332523517,0
SA,2023-10-18,Surface,19.306422639294446,10,7.166338597484765,10,12.140084041809681,0
SA,2023-10-18,Mid-Depth,34.15525833877947,10,7.165019184236856,10,26.990239154542614,0
SA,2023-10-18,Lower Photic,26.273881279252613,10,6.726468708461337,10,19.547412570791277,0
SA,2023-10-18,Deep,6.251747278202095,22,1.172102618797883,22,5.079644659404212,0
SA,2023-11-14,Surface,2.4456328520319497,10,7.015025945114149,10,-4.5693930930821995,0
SA,2023-11-14,Mid-Depth,6.76303936580126,10,6.7518036193456,10,0.011235746455660056,0
SA,2023-11-14,Lower Photic,5.351732373047787,10,6.429547058034298,10,-1.0778146849865111,0
SA,2023-11-14,Deep,1.694841648371536,22,2.7760321969541986,22,-1.0811905485826625,0
SA,2023-12-05,Surface,2.845376781807866,10,6.751127747167956,10,-3.9057509653600904,0
SA,2023-12-05,Mid-Depth,4.36372266057906,10,6.67694070634114,10,-2.3132180457620803,0
SA,2023-12-05,Lower Photic,4.407944066129266,10,6.633135996520321,10,-2.2251919303910546,0
SA,2023-12-05,Deep,2.9968597234713297,22,3.539818720581428,22,-0.5429589971100985,0
WG,2014-02-14,Surface,1.944153389323876,10,7.582499999999999,10,-5.638346610676122,0
WG,2014-02-14,Mid-Depth,2.4719841428370346,10,6.966714285714285,10,-4.49473014287725,0
WG,2014-02-14,Lower Photic,2.588374497214089,10,6.483928571428573,10,-3.8955540742144836,0
WG,2014-02-14,Deep,0.901680296306186,45,3.6716111004142338,45,-2.7699308041080477,0
WG,2014-02-19,Surface,4.042377,10,7.606,10,-3.5636229999999998,0
WG,2014-02-19,Mid-Depth,4.672629550478225,10,7.339000000000001,10,-2.666370449521776,0
WG,2014-02-19,Lower Photic,3.527164022249724,10,6.273000000000001,10,-2.7458359777502768,0
WG,2014-02-19,Deep,1.4516945030520645,45,3.3489138510652627,45,-1.8972193480131982,0
WG,2014-03-26,Surface,2.8564000000000003,10,7.318,10,-4.461599999999999,0
WG,2014-03-26,Mid-Depth,0.9003333333333334,10,7.147,10,-6.246666666666667,0
WG,2014-03-26,Lower Photic,1.811525933810591,10,5.729,10,-3.917474066189409,0
WG,2014-03-26,Deep,0.9631665718843716,45,2.653875934693772,45,-1.6907093628094003,0
WG,2014-04-23,Surface,0.550778,10,7.159925592657731,10,-6.609147592657731,0
WG,2014-04-23,Mid-Depth,0.7449999999999999,10,7.087999999999999,10,-6.342999999999999,0
WG,2014-04-23,Lower Photic,0.8109999999999999,10,7.019,10,-6.208,0
WG,2014-04-23,Deep,0.4356311534713738,45,3.087883643276498,45,-2.6522524898051243,0
WG,2014-04-27,Surface,0.7350349766823602,10,7.134598799331288,10,-6.399563822648927,0
WG,2014-04-27,Mid-Depth,0.947,10,7.178,10,-6.231,0
WG,2014-04-27,Lower Photic,1.074,10,6.721000000000001,10,-5.647000000000001,0
WG,2014-04-27,Deep,0.4957026678246303,45,2.858001013963296,45,-2.3622983461386657,0
WG,2014-06-25,Surface,0.359,10,7.2,10,-6.841,0
WG,2014-06-25,Mid-Depth,0.5690000000000001,10,7.257,10,-6.688,0
WG,2014-06-25,Lower Photic,0.7990000000000002,10,6.911,10,-6.111999999999999,0
WG,2014-06-25,Deep,0.2317278857147314,45,2.6498326335783893,45,-2.4181047478636577,0
WG,2014-07-23,Surface,0.5650000000000001,10,6.884,10,-6.319,0
WG,2014-07-23,Mid-Depth,0.712,10,6.9,10,-6.188000000000001,0
WG,2014-07-23,Lower Photic,0.7150000000000001,10,6.883,10,-6.168,0
WG,2014-07-23,Deep,0.3332820293447375,45,2.615383134582534,45,-2.2821011052377966,0
WG,2014-08-13,Surface,0.474,10,7.465999999999999,10,-6.991999999999999,0
WG,2014-08-13,Mid-Depth,1.048,10,7.456999999999999,10,-6.408999999999999,0
WG,2014-08-13,Lower Photic,1.269,10,7.116999999999999,10,-5.847999999999999,0
WG,2014-08-13,Deep,0.4160724588146356,45,2.6911506924204494,45,-2.2750782336058135,0
WG,2014-09-09,Surface,1.1949999999999998,10,8.127,10,-6.932,0
WG,2014-09-09,Mid-Depth,2.1220000000000003,10,8.113,10,-5.991,0
WG,2014-09-09,Lower Photic,2.216,10,7.925999999999999,10,-5.709999999999999,0
WG,2014-09-09,Deep,0.4492845537040588,45,2.5741568774711188,45,-2.12487232376706,0
WG,2014-09-25,Surface,1.585,10,8.037,10,-6.452000000000001,0
WG,2014-09-25,Mid-Depth,2.908333333333333,10,8.021,10,-5.112666666666668,0
WG,2014-09-25,Lower Photic,2.6536666666666666,10,7.515000000000001,10,-4.861333333333334,0
WG,2014-09-25,Deep,0.3839018416072064,45,2.350039844208845,45,-1.9661380026016384,0
WG,2014-10-08,Surface,2.211,10,8.287,10,-6.0760000000000005,0
WG,2014-10-08,Mid-Depth,3.1979999999999995,10,8.508,10,-5.31,0
WG,2014-10-08,Lower Photic,3.3862499999999995,10,7.700999999999999,10,-4.314749999999999,0
WG,2014-10-08,Deep,0.3836843924655801,45,2.5997313713079784,45,-2.216046978842398,0
WG,2014-11-12,Surface,1.8090000000000004,10,7.823,10,-6.014,0
WG,2014-11-12,Mid-Depth,2.3025,10,7.842,10,-5.539499999999999,0
WG,2014-11-12,Lower Photic,2.907,10,7.546000000000001,10,-4.639000000000001,0
WG,2014-11-12,Deep,0.5591865751662317,45,2.7737503865633046,45,-2.214563811397073,0
WG,2014-12-09,Surface,2.5695,10,6.504,10,-3.9344999999999994,0
WG,2014-12-09,Mid-Depth,3.0355000000000003,10,6.491000000000001,10,-3.455500000000001,0
WG,2014-12-09,Lower Photic,3.382,10,6.505,10,-3.1229999999999998,0
WG,2014-12-09,Deep,1.8415138956917767,45,3.573994809202466,45,-1.7324809135106891,0
WG,2015-01-14,Surface,1.963,10,7.184898563205289,10,-5.221898563205289,0
WG,2015-01-14,Mid-Depth,2.337,10,7.082475594054652,10,-4.745475594054652,0
WG,2015-01-14,Lower Photic,2.437,10,6.251431764777943,10,-3.8144317647779435,0
WG,2015-01-14,Deep,1.7611627563433476,45,2.80900972881628,45,-1.0478469724729322,0
WG,2015-02-11,Surface,5.936,10,5.813,10,0.12300000000000022,0
WG,2015-02-11,Mid-Depth,6.584999999999999,10,5.805999999999999,10,0.7789999999999999,0
WG,2015-02-11,Lower Photic,4.25,10,5.851999999999999,10,-1.6019999999999994,0
WG,2015-02-11,Deep,0.9325759620141612,45,5.159681192016532,45,-4.227105230002371,0
WG,2015-03-11,Surface,1.928,10,7.055,10,-5.127,0
WG,2015-03-11,Mid-Depth,3.211,10,7.115,10,-3.9040000000000004,0
WG,2015-03-11,Lower Photic,5.943999999999999,10,6.666,10,-0.7220000000000013,0
WG,2015-03-11,Deep,2.3650753012691674,45,4.137544514886158,45,-1.7724692136169904,0
WG,2015-04-14,Surface,0.29,10,7.193,10,-6.903,0
WG,2015-04-14,Mid-Depth,0.642,10,7.2010000000000005,10,-6.559,0
WG,2015-04-14,Lower Photic,0.8020000000000002,10,6.814,10,-6.012,0
WG,2015-04-14,Deep,0.4519634340560416,45,3.540798923380489,45,-3.0888354893244476,0
WG,2015-05-05,Surface,0.535,10,7.248,10,-6.713,0
WG,2015-05-05,Mid-Depth,0.729,10,7.286,10,-6.5569999999999995,0
WG,2015-05-05,Lower Photic,0.953,10,7.078000000000001,10,-6.125000000000001,0
WG,2015-05-05,Deep,0.5010047625250149,45,3.444313396923372,45,-2.943308634398357,0
WG,2015-06-09,Surface,0.298,10,7.432,10,-7.134,0
WG,2015-06-09,Mid-Depth,0.501,10,7.446000000000001,10,-6.945,0
WG,2015-06-09,Lower Photic,0.679,10,7.061,10,-6.382,0
WG,2015-06-09,Deep,0.3696427386035553,45,3.2864336469548365,45,-2.916790908351281,0
WG,2015-07-15,Surface,0.445,10,7.235000000000001,10,-6.790000000000001,0
WG,2015-07-15,Mid-Depth,0.631,10,7.295999999999999,10,-6.664999999999999,0
WG,2015-07-15,Lower Photic,0.8959999999999999,10,7.296000000000001,10,-6.400000000000001,0
WG,2015-07-15,Deep,0.6327553840148243,45,3.40715654817002,45,-2.7744011641551958,0
WG,2015-08-11,Surface,1.003,10,7.868,10,-6.865,0
WG,2015-08-11,Mid-Depth,1.8060000000000005,10,7.892999999999999,10,-6.086999999999998,0
WG,2015-08-11,Lower Photic,1.41,10,7.152000000000001,10,-5.742000000000001,0
WG,2015-08-11,Deep,0.6273943704366671,45,3.0035521340275584,45,-2.376157763590891,0
WG,2015-09-09,Surface,2.314,10,8.043000000000001,10,-5.729000000000001,0
WG,2015-09-09,Mid-Depth,2.8245,10,8.013,10,-5.1884999999999994,0
WG,2015-09-09,Lower Photic,2.22,10,7.011,10,-4.791,0
WG,2015-09-09,Deep,0.546814065770213,45,2.88554513046786,45,-2.3387310646976474,0
WG,2015-10-07,Surface,1.213,10,8.155,10,-6.941999999999999,0
WG,2015-10-07,Mid-Depth,1.65,10,8.202,10,-6.552,0
WG,2015-10-07,Lower Photic,1.412,10,7.619999999999999,10,-6.207999999999999,0
WG,2015-10-07,Deep,0.3850400991848172,45,2.9564852499559087,45,-2.5714451507710914,0
WG,2015-11-12,Surface,1.944153389323876,10,7.353,10,-5.4088466106761235,0
WG,2015-11-12,Mid-Depth,2.4719841428370346,10,7.214000000000001,10,-4.742015857162967,0
WG,2015-11-12,Lower Photic,2.588374497214089,10,6.452,10,-3.863625502785911,0
WG,2015-11-12,Deep,0.901680296306186,45,2.97635391844722,45,-2.074673622141034,0
WG,2015-12-08,Surface,2.06,10,7.023999999999999,10,-4.963999999999999,0
WG,2015-12-08,Mid-Depth,2.203,10,7.011,10,-4.808,0
WG,2015-12-08,Lower Photic,2.2059999999999995,10,7.037999999999999,10,-4.832,0
WG,2015-12-08,Deep,0.783985889091655,45,3.6915554230601457,45,-2.907569533968491,0
WG,2016-01-20,Surface,1.983,10,7.129,10,-5.145999999999999,0
WG,2016-01-20,Mid-Depth,2.3775000000000004,10,7.117,10,-4.7395,0
WG,2016-01-20,Lower Photic,2.313,10,7.133000000000001,10,-4.82,0
WG,2016-01-20,Deep,0.9246655619711808,45,4.26508312041354,45,-3.3404175584423594,0
WG,2016-02-17,Surface,4.132,10,7.290999999999999,10,-3.158999999999999,0
WG,2016-02-17,Mid-Depth,4.01,10,7.078999999999999,10,-3.068999999999999,0
WG,2016-02-17,Lower Photic,3.0260000000000007,10,6.488,10,-3.4619999999999997,0
WG,2016-02-17,Deep,1.1050471340851606,45,3.954408610005226,45,-2.849361475920065,0
WG,2016-03-01,Surface,3.272,10,7.296000000000001,10,-4.024000000000001,0
WG,2016-03-01,Mid-Depth,3.859,10,7.284000000000001,10,-3.4250000000000007,0
WG,2016-03-01,Lower Photic,4.151999999999999,10,7.174000000000001,10,-3.022000000000002,0
WG,2016-03-01,Deep,1.6082234408292664,45,4.104223243943876,45,-2.49599980311461,0
WG,2016-03-09,Surface,3.144,10,8.397,10,-5.253,0
WG,2016-03-09,Mid-Depth,3.881,10,8.354000000000001,10,-4.473000000000001,0
WG,2016-03-09,Lower Photic,2.882,10,7.125,10,-4.243,0
WG,2016-03-09,Deep,0.761570267324728,45,3.9224031091188913,45,-3.1608328417941634,0
WG,2016-04-13,Surface,2.1990000000000003,10,8.291,10,-6.0920000000000005,0
WG,2016-04-13,Mid-Depth,2.568,10,7.923,10,-5.355,0
WG,2016-04-13,Lower Photic,1.7860000000000005,10,6.867,10,-5.0809999999999995,0
WG,2016-04-13,Deep,0.3111164425025158,45,3.416449836658369,45,-3.105333394155853,0
WG,2016-05-18,Surface,0.4519999999999999,10,7.926,10,-7.474,0
WG,2016-05-18,Mid-Depth,0.74,10,7.987999999999999,10,-7.247999999999998,0
WG,2016-05-18,Lower Photic,1.094,10,5.951,10,-4.856999999999999,0
WG,2016-05-18,Deep,0.2165973930380898,45,2.939113036801153,45,-2.7225156437630633,0
WG,2016-06-15,Surface,0.558,10,8.029,10,-7.471,0
WG,2016-06-15,Mid-Depth,0.8619999999999999,10,8.100999999999999,10,-7.238999999999999,0
WG,2016-06-15,Lower Photic,1.362,10,5.329,10,-3.9669999999999996,0
WG,2016-06-15,Deep,0.4365163226973012,45,2.43367157469024,45,-1.997155251992939,0
WG,2016-07-13,Surface,0.398,10,7.574,10,-7.176,0
WG,2016-07-13,Mid-Depth,0.666,10,7.622,10,-6.9559999999999995,0
WG,2016-07-13,Lower Photic,0.8350000000000002,10,6.692,10,-5.857,0
WG,2016-07-13,Deep,0.3448289733954831,45,2.422249432562137,45,-2.077420459166654,0
WG,2016-08-10,Surface,0.374,10,7.711,10,-7.337000000000001,0
WG,2016-08-10,Mid-Depth,0.8029999999999999,10,7.825,10,-7.022,0
WG,2016-08-10,Lower Photic,1.066,10,7.283000000000001,10,-6.217000000000001,0
WG,2016-08-10,Deep,0.3705419276219738,45,2.067809886783308,45,-1.6972679591613344,0
WG,2016-09-07,Surface,0.4269999999999999,10,7.727000000000001,10,-7.300000000000002,0
WG,2016-09-07,Mid-Depth,0.777,10,7.758000000000001,10,-6.981000000000001,0
WG,2016-09-07,Lower Photic,0.903,10,7.222999999999999,10,-6.3199999999999985,0
WG,2016-09-07,Deep,0.3004117716998265,45,1.9527194392469147,45,-1.6523076675470882,0
WG,2016-10-12,Surface,0.626,10,7.313999999999998,10,-6.687999999999998,0
WG,2016-10-12,Mid-Depth,0.771,10,7.406000000000001,10,-6.635000000000001,0
WG,2016-10-12,Lower Photic,0.7610000000000001,10,7.404999999999999,10,-6.643999999999999,0
WG,2016-10-12,Deep,0.2226968131055753,45,1.8628272616662207,45,-1.6401304485606454,0
WG,2016-11-09,Surface,0.728,10,7.395,10,-6.667,0
WG,2016-11-09,Mid-Depth,1.005,10,7.434,10,-6.429,0
WG,2016-11-09,Lower Photic,1.03,10,7.448,10,-6.418,0
WG,2016-11-09,Deep,0.3796225810644087,45,2.776007760542305,45,-2.396385179477896,0
WG,2016-12-05,Surface,1.411,10,7.927000000000001,10,-6.516000000000002,0
WG,2016-12-05,Mid-Depth,1.573,10,7.947,10,-6.3740000000000006,0
WG,2016-12-05,Lower Photic,2.066,10,7.702,10,-5.636,0
WG,2016-12-05,Deep,0.7284236010372571,45,3.284234263529197,45,-2.5558106624919397,0
WG,2017-02-08,Surface,1.04,10,6.5840000000000005,10,-5.5440000000000005,0
WG,2017-02-08,Mid-Depth,1.086,10,6.605,10,-5.519,0
WG,2017-02-08,Lower Photic,1.122,10,6.51,10,-5.388,0
WG,2017-02-08,Deep,0.7595556640045242,45,3.870066159198625,45,-3.1105104951941005,0
WG,2017-03-14,Surface,1.392,10,7.534999999999999,10,-6.142999999999999,0
WG,2017-03-14,Mid-Depth,1.7719999999999998,10,7.409000000000001,10,-5.6370000000000005,0
WG,2017-03-14,Lower Photic,1.47,10,6.928,10,-5.458,0
WG,2017-03-14,Deep,0.4835098369381793,45,4.1038837061682205,45,-3.620373869230041,0
WG,2017-04-19,Surface,0.324,10,7.640000000000001,10,-7.316000000000001,0
WG,2017-04-19,Mid-Depth,0.3970000000000001,10,7.688000000000001,10,-7.291,0
WG,2017-04-19,Lower Photic,0.483,10,7.659000000000001,10,-7.176000000000001,0
WG,2017-04-19,Deep,0.3129139762174987,45,4.005125161967508,45,-3.6922111857500095,0
WG,2017-05-17,Surface,0.409,10,7.218000000000001,10,-6.809000000000001,0
WG,2017-05-17,Mid-Depth,0.437,10,7.387,10,-6.949999999999999,0
WG,2017-05-17,Lower Photic,0.4639999999999999,10,6.93,10,-6.466,0
WG,2017-05-17,Deep,0.2837710988143557,45,3.2942358236224254,45,-3.01046472480807,0
WG,2017-06-21,Surface,0.614,10,6.728,10,-6.114,0
WG,2017-06-21,Mid-Depth,0.993,10,6.7780000000000005,10,-5.785,0
WG,2017-06-21,Lower Photic,1.086,10,6.132000000000001,10,-5.046,0
WG,2017-06-21,Deep,0.2364233252642592,45,2.7936195994954023,45,-2.557196274231143,0
WG,2017-07-12,Surface,0.5269999999999999,10,8.475999999999999,10,-7.948999999999999,0
WG,2017-07-12,Mid-Depth,0.5810000000000001,10,7.417,10,-6.835999999999999,0
WG,2017-07-12,Lower Photic,0.349,10,4.893999999999999,10,-4.544999999999999,0
WG,2017-07-12,Deep,0.1123215485447774,45,2.36902111348946,45,-2.256699564944683,0
WG,2017-08-09,Surface,0.674,10,8.225,10,-7.550999999999999,0
WG,2017-08-09,Mid-Depth,0.826,10,8.296000000000001,10,-7.4700000000000015,0
WG,2017-08-09,Lower Photic,0.724,10,6.854000000000001,10,-6.130000000000001,0
WG,2017-08-09,Deep,0.1689387625118906,45,2.6370925982832607,45,-2.46815383577137,0
WG,2017-09-13,Surface,0.974,10,7.242,10,-6.268,0
WG,2017-09-13,Mid-Depth,0.907,10,6.539999999999999,10,-5.632999999999999,0
WG,2017-09-13,Lower Photic,0.321,10,2.9880000000000004,10,-2.6670000000000003,0
