location,date,depth_group,value_chlorophyll_a,measurement_count_chlorophyll_a,value_ph,measurement_count_ph,value_difference,measurement_count_difference
SA,2021-06-08,Surface,1.4064873979136563,10,8.701769712911908,10,-7.295282314998252,0
SA,2021-06-08,Mid-Depth,1.646038253879825,10,8.164088295670158,10,-6.5180500417903335,0
SA,2021-06-08,Lower Photic,1.0445253021918233,10,7.508044724665043,10,-6.463519422473219,0
SA,2021-06-08,Deep,0.6542416872931283,22,7.163887473659273,22,-6.5096457863661445,0
SA,2021-07-13,Surface,1.979374414218464,10,8.790574089420682,10,-6.811199675202218,0
SA,2021-07-13,Mid-Depth,2.15144023178227,10,8.139767190772693,10,-5.988326958990423,0
SA,2021-07-13,Lower Photic,1.811226891253419,10,7.328359039502503,10,-5.517132148249084,0
SA,2021-07-13,Deep,0.8171279017529915,22,6.821691548001204,22,-6.004563646248212,0
SA,2021-08-10,Surface,1.1373086230110685,10,8.81867005723878,10,-7.6813614342277114,0
SA,2021-08-10,Mid-Depth,1.8477183907898271,10,8.274745714797737,10,-6.427027324007909,0
SA,2021-08-10,Lower Photic,1.5364102130384332,10,7.834496882963904,10,-6.298086669925471,0
SA,2021-08-10,Deep,0.7960928806108829,22,7.055353744288192,22,-6.2592608636773095,0
SA,2021-09-07,Surface,1.6937075799950114,10,8.460061440855526,10,-6.766353860860514,0
SA,2021-09-07,Mid-Depth,2.9706514245300566,10,7.941553032729457,10,-4.970901608199401,0
SA,2021-09-07,Lower Photic,1.9642999607810665,10,7.571098429885856,10,-5.606798469104789,0
SA,2021-09-07,Deep,0.8029104902900793,22,6.818276756363099,22,-6.01536626607302,0
SA,2021-10-12,Surface,2.2831870613484093,10,8.439161917933353,10,-6.155974856584944,0
SA,2021-10-12,Mid-Depth,3.435739649174888,10,7.381892311371198,10,-3.94615266219631,0
SA,2021-10-12,Lower Photic,3.033711633551812,10,6.846809061609268,10,-3.813097428057456,0
SA,2021-10-12,Deep,1.005565281935492,22,6.2046426265934125,22,-5.199077344657921,0
SA,2021-11-09,Surface,6.724386148914741,10,8.523957968296644,10,-1.799571819381903,0
SA,2021-11-09,Mid-Depth,6.922864117636583,10,7.895403876132072,10,-0.9725397584954889,0
SA,2021-11-09,Lower Photic,7.576431292041479,10,7.610040771435601,10,-0.033609479394121955,0
SA,2021-11-09,Deep,1.781399917308913,22,6.905632785602112,22,-5.124232868293199,0
SA,2021-12-07,Surface,2.641214477956673,10,8.485185921378559,10,-5.843971443421886,0
SA,2021-12-07,Mid-Depth,9.911594147264548,10,8.34657168525904,10,1.5650224620055084,0
SA,2021-12-07,Lower Photic,10.512919168230578,10,8.205830431552096,10,2.307088736678482,0
SA,2021-12-07,Deep,10.562075618471551,22,8.121347648368031,22,2.44072797010352,0
SA,2022-01-18,Surface,2.2163984570731463,10,8.443497405877482,10,-6.227098948804335,0
SA,2022-01-18,Mid-Depth,3.138322615816378,10,7.896820311634963,10,-4.758497695818585,0
SA,2022-01-18,Lower Photic,1.7963386969273931,10,7.648760690556466,10,-5.852421993629072,0
SA,2022-01-18,Deep,1.1237837981434673,22,7.39700155642692,22,-6.273217758283453,0
SA,2022-02-08,Surface,2.453386320778011,10,8.601195844553827,10,-6.147809523775816,0
SA,2022-02-08,Mid-Depth,3.314302604154453,10,7.9919841416092705,10,-4.677681537454817,0
SA,2022-02-08,Lower Photic,3.239614030849335,10,7.664514325812971,10,-4.424900294963636,0
SA,2022-02-08,Deep,5.486336593476789,22,7.52901286788019,22,-2.0426762744034006,0
SA,2022-03-08,Surface,2.6162426965416765,10,7.818140404790677,10,-5.2018977082490006,0
SA,2022-03-08,Mid-Depth,1.5452258786716278,10,7.76624073807469,10,-6.221014859403063,0
SA,2022-03-08,Lower Photic,0.9617299746672392,10,7.755379972720448,10,-6.793649998053208,0
SA,2022-03-08,Deep,0.6854367042037385,22,7.726128169603262,22,-7.040691465399524,0
SA,2022-04-05,Surface,2.121317361000498,10,8.186896191007225,10,-6.065578830006727,0
SA,2022-04-05,Mid-Depth,3.374976476268614,10,7.773333657727274,10,-4.3983571814586595,0
SA,2022-04-05,Lower Photic,3.016243492385115,10,7.419239627668167,10,-4.402996135283052,0
SA,2022-04-05,Deep,1.2005827586212112,22,7.293737360979855,22,-6.093154602358644,0
SA,2022-05-10,Surface,1.6944912085333192,10,8.508604717116302,10,-6.814113508582983,0
SA,2022-05-10,Mid-Depth,1.9768739645495144,10,8.106056949868748,10,-6.1291829853192334,0
SA,2022-05-10,Lower Photic,1.23525769201575,10,7.629428319188326,10,-6.394170627172576,0
SA,2022-05-10,Deep,0.7760748881748835,22,7.250936763111105,22,-6.474861874936222,0
SA,2022-06-14,Surface,1.905614482951934,10,8.686991704305683,10,-6.781377221353749,0
SA,2022-06-14,Mid-Depth,2.278477970304554,10,8.018405276524463,10,-5.73992730621991,0
SA,2022-06-14,Lower Photic,1.6857007868516607,10,7.353183471888464,10,-5.667482685036803,0
SA,2022-06-14,Deep,0.7053515291199955,22,6.718536309788487,22,-6.0131847806684915,0
SA,2022-07-12,Surface,1.6120014293767828,10,8.623072322266845,10,-7.0110708928900625,0
SA,2022-07-12,Mid-Depth,1.7210961575625077,10,8.006605659726512,10,-6.285509502164004,0
SA,2022-07-12,Lower Photic,1.3238522372597992,10,7.511261952516783,10,-6.187409715256984,0
SA,2022-07-12,Deep,0.7556088969290582,22,7.018226676340134,22,-6.262617779411077,0
SA,2022-08-09,Surface,1.895803955199936,10,7.996239282129925,10,-6.100435326929989,0
SA,2022-08-09,Mid-Depth,2.341983318756034,10,7.623406626006663,10,-5.281423307250629,0
SA,2022-08-09,Lower Photic,1.9444940429471007,10,7.402694098589746,10,-5.458200055642645,0
SA,2022-08-09,Deep,0.8056821583423536,22,6.635874307531373,22,-5.83019214918902,0
SA,2022-09-06,Surface,1.7484837194527705,10,8.735566499468508,10,-6.987082780015737,0
SA,2022-09-06,Mid-Depth,2.39621966478001,10,8.394361921326968,10,-5.998142256546958,0
SA,2022-09-06,Lower Photic,1.68256562558602,10,7.8695547209986145,10,-6.186989095412595,0
SA,2022-09-06,Deep,0.8759825709596616,22,7.08640517640342,22,-6.210422605443759,0
SA,2022-10-18,Surface,2.969971890203756,10,8.618268004910682,10,-5.648296114706926,0
SA,2022-10-18,Mid-Depth,3.222131053960535,10,7.797636799307895,10,-4.57550574534736,0
SA,2022-10-18,Lower Photic,2.4105471362593667,10,7.459437624701636,10,-5.048890488442269,0
SA,2022-10-18,Deep,0.9360959267012132,22,6.552496912347763,22,-5.61640098564655,0
SA,2022-11-08,Surface,2.414392746325345,10,8.473295126734659,10,-6.058902380409314,0
SA,2022-11-08,Mid-Depth,2.4535756107629467,10,8.342123769794235,10,-5.888548159031288,0
SA,2022-11-08,Lower Photic,1.246891412580723,10,8.162074171824395,10,-6.915182759243672,0
SA,2022-11-08,Deep,0.7893843701777944,22,7.479832725263178,22,-6.690448355085384,0
SA,2022-12-06,Surface,1.9539234963213872,10,8.473870870849122,10,-6.519947374527735,0
SA,2022-12-06,Mid-Depth,2.529173662209488,10,7.8390387091347025,10,-5.309865046925214,0
SA,2022-12-06,Lower Photic,2.484127328541512,10,7.533497179858929,10,-5.049369851317417,0
SA,2022-12-06,Deep,2.147610476868824,22,7.304393970958902,22,-5.156783494090078,0
SA,2023-01-17,Surface,2.404316625794236,10,8.05742321351455,10,-5.653106587720314,0
SA,2023-01-17,Mid-Depth,2.718232118092353,10,7.500367870173849,10,-4.782135752081496,0
SA,2023-01-17,Lower Photic,2.31220518896788,10,7.213929122819954,10,-4.9017239338520735,0
SA,2023-01-17,Deep,1.9752669154085647,22,7.220624496024356,22,-5.245357580615791,0
SA,2023-02-14,Surface,2.3199062616006096,10,7.617233086385653,10,-5.297326824785044,0
SA,2023-02-14,Mid-Depth,6.854829328716238,10,7.166284961077499,10,-0.3114556323612607,0
SA,2023-02-14,Lower Photic,3.7852874642242407,10,6.842219082819604,10,-3.056931618595363,0
SA,2023-02-14,Deep,3.5863131218412407,22,6.257852135300104,22,-2.6715390134588635,0
SA,2023-03-14,Surface,4.790844511402035,10,8.23091705614107,10,-3.440072544739035,0
SA,2023-03-14,Mid-Depth,4.406903492829568,10,7.761768658510901,10,-3.354865165681333,0
SA,2023-03-14,Lower Photic,5.662119385307709,10,7.411533569919653,10,-1.7494141846119442,0
SA,2023-03-14,Deep,1.8176542366738693,22,6.99960471317375,22,-5.181950476499881,0
SA,2023-04-11,Surface,1.948239141152633,10,8.08301491558369,10,-6.1347757744310565,0
SA,2023-04-11,Mid-Depth,2.445948941068547,10,7.525652487433329,10,-5.079703546364782,0
SA,2023-04-11,Lower Photic,2.1924950489307,10,7.242870635532194,10,-5.050375586601493,0
SA,2023-04-11,Deep,0.9289392415448386,22,6.546955771762196,22,-5.618016530217357,0
SA,2023-05-09,Surface,1.287146305094742,10,7.509066357782487,10,-6.221920052687745,0
SA,2023-05-09,Mid-Depth,2.183762396904632,10,7.063670897897576,10,-4.8799085009929435,0
SA,2023-05-09,Lower Photic,2.0104486452127426,10,6.604859041917547,10,-4.594410396704804,0
SA,2023-05-09,Deep,0.8991603702980665,22,6.230406397695668,22,-5.331246027397602,0
SA,2023-06-13,Surface,1.6197320589932969,10,8.478696614769571,10,-6.858964555776275,0
SA,2023-06-13,Mid-Depth,2.4272643983642053,10,8.074114354269634,10,-5.646849955905429,0
SA,2023-06-13,Lower Photic,1.5064226635845548,10,7.433627216531202,10,-5.927204552946647,0
SA,2023-06-13,Deep,0.7090555982602761,22,6.874552264568025,22,-6.165496666307749,0
SA,2023-07-18,Surface,2.203525876881731,10,7.963983282986677,10,-5.760457406104946,0
SA,2023-07-18,Mid-Depth,3.797017463644731,10,7.400906052751113,10,-3.603888589106382,0
SA,2023-07-18,Lower Photic,7.086284393002543,10,7.194161639013544,10,-0.10787724601100024,0
SA,2023-07-18,Deep,0.7001472050460179,22,6.179677355282586,22,-5.4795301502365685,0
SA,2023-08-16,Surface,2.361199288178912,10,8.005407684527714,10,-5.644208396348803,0
SA,2023-08-16,Mid-Depth,3.9462525344959736,10,7.1943962344884085,10,-3.248143699992435,0
SA,2023-08-16,Lower Photic,2.275367890812708,10,6.6796068048101205,10,-4.404238913997412,0
SA,2023-08-16,Deep,0.7657020131122931,22,6.007619517222573,22,-5.24191750411028,0
SA,2023-09-05,Surface,2.0972118037039693,10,8.507137021142292,10,-6.409925217438323,0
SA,2023-09-05,Mid-Depth,2.98808729728618,10,7.52270113962094,10,-4.53461384233476,0
SA,2023-09-05,Lower Photic,1.453374013148505,10,6.7797028742921785,10,-5.326328861143674,0
SA,2023-09-05,Deep,0.6170083932587193,22,6.033430455329412,22,-5.416422062070692,0
SA,2023-10-18,Surface,19.306422639294446,10,9.50335046020476,10,9.803072179089686,0
SA,2023-10-18,Mid-Depth,34.15525833877947,10,9.47648005977362,10,24.678778279005847,0
SA,2023-10-18,Lower Photic,26.273881279252613,10,9.400332529415476,10,16.873548749837138,0
SA,2023-10-18,Deep,6.251747278202095,22,8.520064604855639,22,-2.268317326653544,0
SA,2023-11-14,Surface,2.4456328520319497,10,8.148195976095923,10,-5.702563124063974,0
SA,2023-11-14,Mid-Depth,6.76303936580126,10,7.42052275414774,10,-0.6574833883464795,0
SA,2023-11-14,Lower Photic,5.351732373047787,10,7.271787700404606,10,-1.9200553273568195,0
SA,2023-11-14,Deep,1.694841648371536,22,6.72316821273082,22,-5.028326564359284,0
SA,2023-12-05,Surface,2.845376781807866,10,8.285028243577896,10,-5.43965146177003,0
SA,2023-12-05,Mid-Depth,4.36372266057906,10,8.05432393875876,10,-3.6906012781796997,0
SA,2023-12-05,Lower Photic,4.407944066129266,10,7.865226781201402,10,-3.457282715072136,0
SA,2023-12-05,Deep,2.9968597234713297,22,7.54433030858441,22,-4.54747058511308,0
WG,2014-02-14,Surface,1.944153389323876,10,9.0625,10,-7.118346610676124,0
WG,2014-02-14,Mid-Depth,2.4719841428370346,10,9.093714285714286,10,-6.621730142877252,0
WG,2014-02-14,Lower Photic,2.588374497214089,10,9.018928571428573,10,-6.430554074214484,0
WG,2014-02-14,Deep,0.901680296306186,45,8.677467791543306,45,-7.77578749523712,0
WG,2014-02-19,Surface,4.042377,10,9.455000000000002,10,-5.412623000000002,0
WG,2014-02-19,Mid-Depth,4.672629550478225,10,9.378,10,-4.705370449521775,0
WG,2014-02-19,Lower Photic,3.527164022249724,10,9.16,10,-5.632835977750276,0
WG,2014-02-19,Deep,1.4516945030520645,45,8.800041909407057,45,-7.348347406354992,0
WG,2014-03-26,Surface,2.8564000000000003,10,8.667,10,-5.810599999999999,0
WG,2014-03-26,Mid-Depth,0.9003333333333334,10,8.680000000000001,10,-7.779666666666668,0
WG,2014-03-26,Lower Photic,1.811525933810591,10,8.513500000000002,10,-6.701974066189411,0
WG,2014-03-26,Deep,0.9631665718843716,45,8.157616755572622,45,-7.19445018368825,0
WG,2014-04-23,Surface,0.550778,10,8.745271018062347,10,-8.194493018062348,0
WG,2014-04-23,Mid-Depth,0.7449999999999999,10,8.668,10,-7.922999999999999,0
WG,2014-04-23,Lower Photic,0.8109999999999999,10,8.655000000000001,10,-7.844000000000001,0
WG,2014-04-23,Deep,0.4356311534713738,45,8.142455914184891,45,-7.706824760713517,0
WG,2014-04-27,Surface,0.7350349766823602,10,8.709965250473754,10,-7.974930273791394,0
WG,2014-04-27,Mid-Depth,0.947,10,8.697,10,-7.749999999999999,0
WG,2014-04-27,Lower Photic,1.074,10,8.607000000000001,10,-7.533000000000001,0
WG,2014-04-27,Deep,0.4957026678246303,45,8.116161727022993,45,-7.620459059198363,0
WG,2014-06-25,Surface,0.359,10,9.021000000000004,10,-8.662000000000004,0
WG,2014-06-25,Mid-Depth,0.5690000000000001,10,9.408,10,-8.838999999999999,0
WG,2014-06-25,Lower Photic,0.7990000000000002,10,9.044,10,-8.245000000000001,0
WG,2014-06-25,Deep,0.2317278857147314,45,8.192870040888225,45,-7.961142155173494,0
WG,2014-07-23,Surface,0.5650000000000001,10,8.516,10,-7.951,0
WG,2014-07-23,Mid-Depth,0.712,10,8.885,10,-8.173,0
WG,2014-07-23,Lower Photic,0.7150000000000001,10,9.011,10,-8.296,0
WG,2014-07-23,Deep,0.3332820293447375,45,7.875704868617739,45,-7.5424228392730015,0
WG,2014-08-13,Surface,0.474,10,9.010000000000002,10,-8.536000000000001,0
WG,2014-08-13,Mid-Depth,1.048,10,9.010000000000002,10,-7.9620000000000015,0
WG,2014-08-13,Lower Photic,1.269,10,9.010000000000002,10,-7.741000000000001,0
WG,2014-08-13,Deep,0.4160724588146356,45,8.902087058149116,45,-8.48601459933448,0
WG,2014-09-09,Surface,1.1949999999999998,10,10.039200000000005,10,-8.844200000000004,0
WG,2014-09-09,Mid-Depth,2.1220000000000003,10,7.122800000000001,10,-5.0008,0
WG,2014-09-09,Lower Photic,2.216,10,10.57,10,-8.354,0
WG,2014-09-09,Deep,0.4492845537040588,45,7.529936933692044,45,-7.080652379987985,0
WG,2014-09-25,Surface,1.585,10,8.281307692307692,10,-6.696307692307692,0
WG,2014-09-25,Mid-Depth,2.908333333333333,10,8.491153846153846,10,-5.582820512820513,0
WG,2014-09-25,Lower Photic,2.6536666666666666,10,8.689538461538461,10,-6.035871794871795,0
WG,2014-09-25,Deep,0.3839018416072064,45,7.694318509403456,45,-7.31041666779625,0
WG,2014-10-08,Surface,2.211,10,11.499,10,-9.288,0
WG,2014-10-08,Mid-Depth,3.1979999999999995,10,9.955,10,-6.757000000000001,0
WG,2014-10-08,Lower Photic,3.3862499999999995,10,8.588000000000001,10,-5.201750000000001,0
WG,2014-10-08,Deep,0.3836843924655801,45,7.325526672543575,45,-6.941842280077995,0
WG,2014-11-12,Surface,1.8090000000000004,10,9.724,10,-7.915,0
WG,2014-11-12,Mid-Depth,2.3025,10,10.7235,10,-8.421,0
WG,2014-11-12,Lower Photic,2.907,10,11.148,10,-8.241,0
WG,2014-11-12,Deep,0.5591865751662317,45,9.737148636665545,45,-9.177962061499313,0
WG,2014-12-09,Surface,2.5695,10,8.644000000000002,10,-6.074500000000002,0
WG,2014-12-09,Mid-Depth,3.0355000000000003,10,8.669999999999998,10,-5.634499999999997,0
WG,2014-12-09,Lower Photic,3.382,10,8.652000000000001,10,-5.270000000000001,0
WG,2014-12-09,Deep,1.8415138956917767,45,8.14753162178453,45,-6.306017726092754,0
WG,2015-01-14,Surface,1.963,10,8.416,10,-6.453,0
WG,2015-01-14,Mid-Depth,2.337,10,8.35,10,-6.013,0
WG,2015-01-14,Lower Photic,2.437,10,8.384,10,-5.947000000000001,0
WG,2015-01-14,Deep,1.7611627563433476,45,8.157648109577776,45,-6.396485353234429,0
WG,2015-02-11,Surface,5.936,10,8.443000000000001,10,-2.5070000000000014,0
WG,2015-02-11,Mid-Depth,6.584999999999999,10,8.389,10,-1.8040000000000003,0
WG,2015-02-11,Lower Photic,4.25,10,8.224,10,-3.974,0
WG,2015-02-11,Deep,0.9325759620141612,45,7.992262296702722,45,-7.0596863346885605,0
WG,2015-03-11,Surface,1.928,10,8.743999999999998,10,-6.815999999999998,0
WG,2015-03-11,Mid-Depth,3.211,10,8.719000000000001,10,-5.508000000000001,0
WG,2015-03-11,Lower Photic,5.943999999999999,10,8.611,10,-2.6670000000000016,0
WG,2015-03-11,Deep,2.3650753012691674,45,8.356454300423463,45,-5.991378999154296,0
WG,2015-04-14,Surface,0.29,10,8.741,10,-8.451,0
WG,2015-04-14,Mid-Depth,0.642,10,8.715,10,-8.073,0
WG,2015-04-14,Lower Photic,0.8020000000000002,10,8.599,10,-7.797,0
WG,2015-04-14,Deep,0.4519634340560416,45,8.231232220881397,45,-7.779268786825355,0
WG,2015-05-05,Surface,0.535,10,8.746,10,-8.211,0
WG,2015-05-05,Mid-Depth,0.729,10,8.693000000000001,10,-7.964000000000001,0
WG,2015-05-05,Lower Photic,0.953,10,8.535,10,-7.582,0
WG,2015-05-05,Deep,0.5010047625250149,45,8.159231610244767,45,-7.658226847719752,0
WG,2015-06-09,Surface,0.298,10,8.969999999999999,10,-8.671999999999999,0
WG,2015-06-09,Mid-Depth,0.501,10,8.943999999999999,10,-8.443,0
WG,2015-06-09,Lower Photic,0.679,10,8.74,10,-8.061,0
WG,2015-06-09,Deep,0.3696427386035553,45,8.25130657389047,45,-7.881663835286916,0
WG,2015-07-15,Surface,0.445,10,8.762,10,-8.317,0
WG,2015-07-15,Mid-Depth,0.631,10,8.721,10,-8.09,0
WG,2015-07-15,Lower Photic,0.8959999999999999,10,8.663,10,-7.767,0
WG,2015-07-15,Deep,0.6327553840148243,45,8.011275892989927,45,-7.378520508975102,0
WG,2015-08-11,Surface,1.003,10,8.914,10,-7.911,0
WG,2015-08-11,Mid-Depth,1.8060000000000005,10,8.861999999999998,10,-7.055999999999997,0
WG,2015-08-11,Lower Photic,1.41,10,8.734,10,-7.324,0
WG,2015-08-11,Deep,0.6273943704366671,45,8.065812444586166,45,-7.438418074149499,0
WG,2015-09-09,Surface,2.314,10,8.883,10,-6.568999999999999,0
WG,2015-09-09,Mid-Depth,2.8245,10,8.708,10,-5.8835,0
WG,2015-09-09,Lower Photic,2.22,10,8.674,10,-6.453999999999999,0
WG,2015-09-09,Deep,0.546814065770213,45,8.124810078224709,45,-7.577996012454496,0
WG,2015-10-07,Surface,1.213,10,8.031,10,-6.8180000000000005,0
WG,2015-10-07,Mid-Depth,1.65,10,8.064,10,-6.414,0
WG,2015-10-07,Lower Photic,1.412,10,8.134,10,-6.722,0
WG,2015-10-07,Deep,0.3850400991848172,45,7.752111364558914,45,-7.367071265374097,0
WG,2015-11-12,Surface,1.944153389323876,10,8.979,10,-7.034846610676123,0
WG,2015-11-12,Mid-Depth,2.4719841428370346,10,8.963000000000001,10,-6.491015857162966,0
WG,2015-11-12,Lower Photic,2.588374497214089,10,8.851999999999999,10,-6.26362550278591,0
WG,2015-11-12,Deep,0.901680296306186,45,7.9835309123545235,45,-7.081850616048338,0
WG,2015-12-08,Surface,2.06,10,8.649000000000001,10,-6.589,0
WG,2015-12-08,Mid-Depth,2.203,10,8.61,10,-6.407,0
WG,2015-12-08,Lower Photic,2.2059999999999995,10,8.593,10,-6.3870000000000005,0
WG,2015-12-08,Deep,0.783985889091655,45,8.177683673559653,45,-7.393697784467998,0
WG,2016-01-20,Surface,1.983,10,7.892,10,-5.909000000000001,0
WG,2016-01-20,Mid-Depth,2.3775000000000004,10,7.796000000000001,10,-5.418500000000001,0
WG,2016-01-20,Lower Photic,2.313,10,7.763,10,-5.449999999999999,0
WG,2016-01-20,Deep,0.9246655619711808,45,7.568505769839381,45,-6.6438402078682,0
WG,2016-02-17,Surface,4.132,10,8.695000000000002,10,-4.563000000000002,0
WG,2016-02-17,Mid-Depth,4.01,10,8.651,10,-4.641,0
WG,2016-02-17,Lower Photic,3.0260000000000007,10,8.602,10,-5.576,0
WG,2016-02-17,Deep,1.1050471340851606,45,8.260602891958476,45,-7.155555757873315,0
WG,2016-03-01,Surface,3.272,10,8.654,10,-5.382,0
WG,2016-03-01,Mid-Depth,3.859,10,8.646,10,-4.787000000000001,0
WG,2016-03-01,Lower Photic,4.151999999999999,10,8.597,10,-4.445,0
WG,2016-03-01,Deep,1.6082234408292664,45,8.310761638505076,45,-6.70253819767581,0
WG,2016-03-09,Surface,3.144,10,8.619,10,-5.475,0
WG,2016-03-09,Mid-Depth,3.881,10,8.573,10,-4.692,0
WG,2016-03-09,Lower Photic,2.882,10,8.419,10,-5.537000000000001,0
WG,2016-03-09,Deep,0.761570267324728,45,8.220242137916525,45,-7.458671870591797,0
WG,2016-04-13,Surface,2.1990000000000003,10,8.483,10,-6.284000000000001,0
WG,2016-04-13,Mid-Depth,2.568,10,8.293999999999999,10,-5.725999999999999,0
WG,2016-04-13,Lower Photic,1.7860000000000005,10,8.255,10,-6.469,0
WG,2016-04-13,Deep,0.3111164425025158,45,8.061189242202824,45,-7.750072799700308,0
WG,2016-05-18,Surface,0.4519999999999999,10,8.836000000000002,10,-8.384000000000002,0
WG,2016-05-18,Mid-Depth,0.74,10,8.791000000000002,10,-8.051000000000002,0
WG,2016-05-18,Lower Photic,1.094,10,8.478,10,-7.3839999999999995,0
WG,2016-05-18,Deep,0.2165973930380898,45,8.147096324798715,45,-7.930498931760625,0
WG,2016-06-15,Surface,0.558,10,8.658,10,-8.1,0
WG,2016-06-15,Mid-Depth,0.8619999999999999,10,8.628000000000002,10,-7.766000000000002,0
WG,2016-06-15,Lower Photic,1.362,10,8.293999999999999,10,-6.931999999999999,0
WG,2016-06-15,Deep,0.4365163226973012,45,7.811958341833282,45,-7.375442019135981,0
WG,2016-07-13,Surface,0.398,10,8.739,10,-8.341000000000001,0
WG,2016-07-13,Mid-Depth,0.666,10,8.734,10,-8.068,0
WG,2016-07-13,Lower Photic,0.8350000000000002,10,8.542000000000002,10,-7.707000000000002,0
WG,2016-07-13,Deep,0.3448289733954831,45,8.063826394843245,45,-7.718997421447762,0
WG,2016-08-10,Surface,0.374,10,8.600999999999999,10,-8.226999999999999,0
WG,2016-08-10,Mid-Depth,0.8029999999999999,10,8.572,10,-7.768999999999999,0
WG,2016-08-10,Lower Photic,1.066,10,8.516,10,-7.45,0
WG,2016-08-10,Deep,0.3705419276219738,45,7.913930807605811,45,-7.543388879983837,0
WG,2016-09-07,Surface,0.4269999999999999,10,9.952,10,-9.525,0
WG,2016-09-07,Mid-Depth,0.777,10,9.898,10,-9.121,0
WG,2016-09-07,Lower Photic,0.903,10,9.791,10,-8.888,0
WG,2016-09-07,Deep,0.3004117716998265,45,9.09770137427094,45,-8.797289602571114,0
WG,2016-10-12,Surface,0.626,10,9.041,10,-8.415000000000001,0
WG,2016-10-12,Mid-Depth,0.771,10,9.063,10,-8.292,0
WG,2016-10-12,Lower Photic,0.7610000000000001,10,8.992,10,-8.231000000000002,0
WG,2016-10-12,Deep,0.2226968131055753,45,8.220489860624285,45,-7.9977930475187105,0
WG,2016-11-09,Surface,0.728,10,9.072,10,-8.344,0
WG,2016-11-09,Mid-Depth,1.005,10,9.029,10,-8.024000000000001,0
WG,2016-11-09,Lower Photic,1.03,10,8.997,10,-7.967,0
WG,2016-11-09,Deep,0.3796225810644087,45,8.380105350138287,45,-8.000482769073878,0
WG,2016-12-05,Surface,1.411,10,8.457000000000003,10,-7.046000000000003,0
WG,2016-12-05,Mid-Depth,1.573,10,8.441999999999998,10,-6.868999999999998,0
WG,2016-12-05,Lower Photic,2.066,10,8.413,10,-6.347,0
WG,2016-12-05,Deep,0.7284236010372571,45,7.980349693056208,45,-7.251926092018952,0
WG,2017-02-08,Surface,1.04,10,8.314999999999998,10,-7.274999999999998,0
WG,2017-02-08,Mid-Depth,1.086,10,8.302000000000001,10,-7.216000000000001,0
WG,2017-02-08,Lower Photic,1.122,10,8.284,10,-7.162000000000001,0
WG,2017-02-08,Deep,0.7595556640045242,45,8.053009625070993,45,-7.2934539610664695,0
WG,2017-03-14,Surface,1.392,10,8.35,10,-6.958,0
WG,2017-03-14,Mid-Depth,1.7719999999999998,10,8.325,10,-6.552999999999999,0
WG,2017-03-14,Lower Photic,1.47,10,8.298999999999998,10,-6.828999999999998,0
WG,2017-03-14,Deep,0.4835098369381793,45,8.078964703731744,45,-7.595454866793565,0
WG,2017-04-19,Surface,0.324,10,8.294,10,-7.970000000000001,0
WG,2017-04-19,Mid-Depth,0.3970000000000001,10,8.244,10,-7.8469999999999995,0
WG,2017-04-19,Lower Photic,0.483,10,8.159,10,-7.676000000000001,0
WG,2017-04-19,Deep,0.3129139762174987,45,7.89693530256533,45,-7.584021326347831,0
WG,2017-05-17,Surface,0.409,10,7.968999999999999,10,-7.56,0
WG,2017-05-17,Mid-Depth,0.437,10,8.081,10,-7.643999999999999,0
WG,2017-05-17,Lower Photic,0.4639999999999999,10,7.923999999999999,10,-7.459999999999999,0
WG,2017-05-17,Deep,0.2837710988143557,45,7.68082684043758,45,-7.397055741623224,0
WG,2017-06-21,Surface,0.614,10,8.328999999999999,10,-7.714999999999999,0
WG,2017-06-21,Mid-Depth,0.993,10,8.39,10,-7.397,0
WG,2017-06-21,Lower Photic,1.086,10,8.147,10,-7.061,0
WG,2017-06-21,Deep,0.2364233252642592,45,7.848329602060212,45,-7.611906276795953,0
WG,2017-07-12,Surface,0.5269999999999999,10,8.427000000000001,10,-7.900000000000001,0
WG,2017-07-12,Mid-Depth,0.5810000000000001,10,8.402,10,-7.820999999999999,0
WG,2017-07-12,Lower Photic,0.349,10,8.136,10,-7.786999999999999,0
WG,2017-07-12,Deep,0.1123215485447774,45,7.866394437734537,45,-7.75407288918976,0
WG,2017-08-09,Surface,0.674,10,9.272000000000002,10,-8.598000000000003,0
WG,2017-08-09,Mid-Depth,0.826,10,9.205000000000002,10,-8.379000000000001,0
WG,2017-08-09,Lower Photic,0.724,10,8.992,10,-8.268,0
WG,2017-08-09,Deep,0.1689387625118906,45,8.413576564329915,45,-8.244637801818024,0
WG,2017-09-13,Surface,0.974,10,10.289,10,-9.315,0
WG,2017-09-13,Mid-Depth,0.907,10,10.132,10,-9.225,0
WG,2017-09-13,Lower Photic,0.321,10,9.663,10,-9.342,0
WG,2017-09-13,Deep,0.141343507403032,45,9.28731302409603,45,-9.145969516692997,0
WG,2017-10-13,Surface,0.6060000000000001,10,9.133,10,-8.527,0
WG,2017-10-13,Mid-Depth,0.795,10,9.152,10,-8.357,0
WG,2017-10-13,Lower Photic,0.997,10,9.033,10,-8.036,0
WG,2017-10-13,Deep,0.1619585185320686,45,8.155194510341406,45,-7.993235991809338,0
WG,2017-11-08,Surface,1.108,10,8.958,10,-7.85,0
WG,2017-11-08,Mid-Depth,1.5240000000000002,10,8.953000000000001,10,-7.429000000000001,0
